model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.03637564182281494,0.0021262469808738258,-0.12550418923298517,-0.17724084854125977,0.8422688422688424,0.937448263168335,0.054350320249795914,0.16754079254079254,0.1165889665889666,0.05095182595182596,0.5625485625485626,285.3333333333333,0.15952351588085642,0.0998442367601246,0.573208722741433,,True,True,True,0.0018753694991270678,0.0007292578617731707,0.000621634225050606,0.0011679728825887067,0.002877990404764802,-0.00666781763235727,-0.007118393977483123,-0.010087847709655762,-0.21134421134421144,-0.017094017094017255,-0.015540015540015606,0.10722610722610715
spot_delta_band,baseline,,,,,,3,-0.03699727604786555,0.0032118934447361172,-0.12851858536402383,-0.17012245456377664,0.8267288267288267,0.6922129988670349,0.017435498535633087,0.0,0.0,0.0,0.0,,,,,0.01,True,True,True,0.0012537352740764618,0.0001076236367225647,0.0,0.0005463386575381007,0.009996384382247925,0.00045057634512585265,0.0,-0.002969453732172639,-0.19580419580419584,-0.0015540015540016494,0.0,0.12276612276612275
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.03708325202266375,0.0010581583542209716,-0.12637351204951605,-0.16897434492905936,0.8648018648018648,1.0,0.03596922258536021,0.06798756798756798,0.04627039627039627,0.021717171717171718,0.39549339549339546,73.66666666666667,0.1631969003128091,0.11020249221183802,0.5903426791277259,,True,True,True,0.0011677592992782593,2.1647661924362183e-05,-8.597597479820251e-05,0.0004603626827398982,0.011144494016965212,0.0015986859798431396,0.001148109634717287,-0.0018213440974553519,-0.23387723387723391,-0.03962703962703973,-0.03807303807303808,0.08469308469308467
spot_delta,baseline,,,,,,3,-0.03710489968458811,0.0032346421543229227,-0.1282111992438634,-0.1705730309089025,0.8251748251748251,0.7022129893302917,0.0220250536998113,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.001146111637353897,0.0,-0.0001076236367225647,0.00043871502081553604,0.009545808037122072,0.0,-0.00045057634512585265,-0.0034200300772984915,-0.19425019425019419,0.0,0.0015540015540016494,0.1243201243201244
proto_source=vanilla_k=100_weighted=1_learnw=0,proto,vanilla,100.0,True,False,cvar,3,-0.037400148808956146,0.0033526656324704934,-0.12609064529339473,-0.17067004243532816,0.9106449106449106,0.875791331132253,0.022176170721650124,0.0004662004662004662,0.0,0.0004662004662004662,0.001554001554001554,62.333333333333336,0.15645139072197736,0.0005841121495327102,0.001557632398753894,,True,True,True,0.000850862512985863,-0.00029524912436803413,-0.00040287276109059883,0.0001434658964475019,0.009448796510696411,-9.701152642566102e-05,-0.0005475878715515137,-0.0035170416037241525,-0.2797202797202797,-0.0854700854700855,-0.08391608391608385,0.038850038850038904
proto_source=vanilla_k=25_weighted=0_learnw=0,proto,vanilla,25.0,False,False,cvar,3,-0.037490307042996086,0.001886482769914123,-0.12151372184356053,-0.1635487824678421,0.9572649572649573,1.0,0.03344366513192654,0.19487179487179485,0.1676961926961927,0.027175602175602175,0.9945609945609947,109.0,0.1712171437434643,0.15718457943925232,0.7180685358255451,,True,True,True,0.0007607042789459229,-0.00038540735840797424,-0.0004930309951305389,5.3307662407561796e-05,0.016570056478182466,0.007024248441060393,0.006573672095934541,0.003604218363761902,-0.3263403263403264,-0.1320901320901322,-0.13053613053613056,-0.007770007770007803
vanilla,vanilla,,,,,cvar,3,-0.03754361470540365,0.001495276266964667,-0.12620157847801844,-0.167153000831604,0.9494949494949495,0.9703956445058187,0.032910481095314026,0.16666666666666666,0.016666666666666666,0.15,0.6666666666666666,120.33333333333333,0.17407652489530542,0.16666666666666666,0.6666666666666666,,True,True,True,0.0007073966165383611,-0.00043871502081553604,-0.0005463386575381007,0.0,0.012965838114420564,0.0034200300772984915,0.002969453732172639,0.0,-0.3185703185703186,-0.1243201243201244,-0.12276612276612275,0.0
proto_source=vanilla_k=50_weighted=1_learnw=0,proto,vanilla,50.0,True,False,cvar,3,-0.03757224107782046,0.0033111084614704258,-0.12616333067417143,-0.17062141994635263,0.9207459207459209,0.7936871846516927,0.02079406442741553,0.0,0.0,0.0,0.0,14.0,0.15921055791412142,0.03473520249221184,0.3045171339563863,,True,True,True,0.0006787702441215515,-0.0004673413932323456,-0.0005749650299549103,-2.8626372416809542e-05,0.009497418999671936,-4.838903745013612e-05,-0.0004989653825759888,-0.0034684191147486276,-0.28982128982128996,-0.09557109557109578,-0.09401709401709413,0.028749028749028627
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.03761788333455721,0.003728133742798167,-0.12448389579852422,-0.20314512153466543,0.8702408702408703,1.0,0.05576976016163826,0.209013209013209,0.20662393162393158,0.0023892773892773894,0.8873348873348874,587.3333333333334,0.16017570028911313,0.11695872274143303,0.7702492211838007,,True,True,True,0.0006331279873847961,-0.000512983649969101,-0.0006206072866916656,-7.426862915356491e-05,-0.023026282588640867,-0.03257209062576294,-0.03302266697088879,-0.03599212070306143,-0.23931623931623935,-0.04506604506604517,-0.04351204351204352,0.07925407925407923
proto_source=vanilla_k=50_weighted=0_learnw=0,proto,vanilla,50.0,False,False,cvar,3,-0.03765194118022919,0.0025023132852271873,-0.12670126905043919,-0.17166098455588022,0.9518259518259518,0.6358450551827749,0.017698174342513084,0.05497280497280497,0.05497280497280497,0.0,0.3333333333333333,3.3333333333333335,0.16265479680216025,0.058294392523364484,0.3333333333333333,,True,True,True,0.0005990701417128222,-0.0005470414956410749,-0.0006546651323636396,-0.00010832647482553887,0.008457854390144348,-0.001087953646977724,-0.0015385299921035767,-0.0045079837242762155,-0.32090132090132084,-0.12665112665112666,-0.125097125097125,-0.002331002331002252
