model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.014760688878595829,0.0003667485209927238,-0.046424719691276546,-0.059093378484249115,0.8909657320872274,0.7609031597773234,0.029770872245232265,0.0007398753894080997,0.0002920560747663551,0.0004478193146417446,0.002336448598130841,132.33333333333334,0.05902836419741079,0.0002543035993740219,0.001564945226917058,,True,True,True,0.0005735342080394421,0.00041149618724981886,0.0004017887016137447,0.000184611727794012,0.006751505037148789,0.0018541514873504639,0.0020971372723579407,0.0026574830214182513,-0.24610591900311518,-0.04517133956386288,-0.04283489096573201,0.06775700934579443
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.014909418920675913,7.421146206987487e-05,-0.04891070021937291,-0.06152669464548429,0.9104361370716512,0.8981775244077047,0.023966467007994652,1.9470404984423677e-05,0.0,1.9470404984423677e-05,0.000778816199376947,107.0,0.058787935278378424,0.0,0.0,,True,True,True,0.0004248041659593582,0.00026276614516973495,0.0002530586595336608,3.588168571392811e-05,0.004318188875913613,-0.000579164673884712,-0.0003361788888772352,0.0002241668601830754,-0.26557632398753894,-0.06464174454828664,-0.06230529595015577,0.048286604361370666
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.014918725627164045,5.285293837151671e-05,-0.04782979184140762,-0.06159373248616854,0.8901869158878505,0.8726898233095804,0.02926539753874143,1.9470404984423677e-05,0.0,1.9470404984423677e-05,0.000778816199376947,178.33333333333334,0.05876241642693189,0.00011737089201877933,0.002347417840375587,,True,True,True,0.00041549745947122574,0.0002534594386816025,0.0002437519530455283,2.657497922579563e-05,0.004251151035229363,-0.0006462025145689623,-0.0004032167295614855,0.00015712901949882507,-0.24532710280373826,-0.04439252336448596,-0.04205607476635509,0.06853582554517135
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,spot_delta,100.0,True,False,cvar,3,-0.014931923399368921,7.928623076499485e-05,-0.04716746428360541,-0.059779029339551926,0.9049844236760124,0.8440828124682108,0.022109669943650562,3.8940809968847354e-05,0.0,3.8940809968847354e-05,0.000778816199376947,86.66666666666667,0.05898014547924201,0.0,0.0,,True,True,True,0.0004022996872663498,0.00024026166647672653,0.00023055418084065235,1.3377207020919685e-05,0.006065854181845978,0.0011685006320476532,0.00141148641705513,0.0019718321661154406,-0.2601246105919002,-0.05919003115264787,-0.056853582554517,0.053738317757009435
vanilla,vanilla,,,,,cvar,3,-0.014945300606389841,0.00018828654608207612,-0.046786576261123015,-0.061750861505667366,0.9587227414330218,0.7458864947160085,0.0186567014704148,0.0,0.0,0.0,0.0,161.33333333333334,0.05977329807976881,0.0,0.0,,True,True,True,0.0003889224802454301,0.00022688445945580685,0.00021717697381973267,0.0,0.004094022015730538,-0.0008033315340677874,-0.0005603457490603106,0.0,-0.3138629283489096,-0.1129283489096573,-0.11059190031152644,0.0
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.01500836294144392,8.459960262788789e-05,-0.046761928871274,-0.06017780676484108,0.9065420560747665,0.8940752943356832,0.02260373719036579,9.735202492211838e-05,9.735202492211838e-05,0.0,0.001557632398753894,216.0,0.05890524404710786,9.780907668231612e-05,0.001564945226917058,,True,True,True,0.000325860145191351,0.00016382212440172773,0.00015411463876565355,-6.306233505407911e-05,0.005667076756556824,0.0007697232067584991,0.001012708991765976,0.0015730547408262865,-0.26168224299065423,-0.06074766355140193,-0.05841121495327106,0.052180685358255374
proto_source=vanilla_k=10_weighted=1_learnw=0,proto,vanilla,10.0,True,False,cvar,3,-0.015009417198598385,0.00044301313675490484,-0.0469811591009299,-0.062069291869799294,0.8956386292834891,0.7643075486024221,0.02233880354712407,0.16047507788161994,0.16047507788161994,0.0,0.6666666666666666,69.66666666666667,0.06833032970730629,0.08194444444444444,0.6635367762128325,,True,True,True,0.00032480588803688627,0.000162767867247263,0.00015306038161118883,-6.411659220854384e-05,0.00377559165159861,-0.0011217618981997149,-0.0008787761131922381,-0.0003184303641319275,-0.2507788161993769,-0.049844236760124616,-0.04750778816199375,0.06308411214953269
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.015017845357457796,0.00024493399658209915,-0.045514535655577976,-0.0596427284181118,0.9338006230529595,1.0,0.021771689256032307,0.0001557632398753894,0.0,0.0001557632398753894,0.002336448598130841,32.333333333333336,0.058867747578653325,0.00021517996870109546,0.001564945226917058,,True,True,True,0.000316377729177475,0.00015433970838785172,0.00014463222275177753,-7.254475106795513e-05,0.006202155103286103,0.0013048015534877777,0.0015477873384952545,0.002108133087555565,-0.2889408099688473,-0.088006230529595,-0.08566978193146413,0.024922118380062308
spot_delta_band,baseline,,,,,,3,-0.015162477580209574,0.00016324225454481792,-0.047116746877630546,-0.061190515756607056,0.8481308411214954,0.597874661286672,0.01690313530464967,0.0,0.0,0.0,0.0,,,,,0.03333333333333333,True,True,True,0.00017174550642569744,9.707485636074181e-06,0.0,-0.00021717697381973267,0.004654367764790848,-0.0002429857850074768,0.0,0.0005603457490603106,-0.20327102803738317,-0.002336448598130869,0.0,0.11059190031152644
spot_delta,baseline,,,,,,3,-0.015172185065845648,0.0001258725450553171,-0.04662321383754412,-0.06094752997159958,0.8457943925233645,0.6312080025672913,0.024792630225419998,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.00016203802078962326,0.0,-9.707485636074181e-06,-0.00022688445945580685,0.004897353549798325,0.0,0.0002429857850074768,0.0008033315340677874,-0.2009345794392523,0.0,0.002336448598130869,0.1129283489096573
