model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,spot_delta,25.0,True,False,cvar,3,-0.015198679640889168,0.00015482812550773363,-0.04783557206392288,-0.06271271407604218,0.9283489096573209,0.6552096704641978,0.013117777183651924,0.0014408099688473519,0.0014408099688473519,0.0,0.035046728971962614,57.333333333333336,0.0592134358935679,0.0,0.0,,True,True,True,0.00013554344574610334,-2.6494575043519916e-05,-3.62020606795941e-05,-0.00025337903449932676,0.0031321694453557286,-0.0017651841044425964,-0.0015221983194351196,-0.000961852570374809,-0.28348909657320864,-0.08255451713395634,-0.08021806853582547,0.030373831775700966
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.015281195752322674,0.0002597091894170682,-0.046851439153154685,-0.060882567117611565,0.9384735202492211,0.6183350880940756,0.02150104008615017,0.0,0.0,0.0,0.0,28.333333333333332,0.0592796670862784,0.0,0.0,,True,True,True,5.302733431259733e-05,-0.00010901068647702593,-0.00011871817211310011,-0.0003358951459328328,0.004962316403786339,6.496285398801399e-05,0.0003079486389954908,0.0008682943880558014,-0.29361370716510893,-0.09267912772585662,-0.09034267912772576,0.02024922118380068
proto_source=vanilla_k=50_weighted=0_learnw=0,proto,vanilla,50.0,False,False,cvar,3,-0.015333743455509344,0.00010832399235694827,-0.04740887383619944,-0.06215410058697065,0.9182242990654205,0.8302345077196757,0.018389301374554634,0.08903816199376947,0.08903816199376947,0.0,0.31308411214953275,120.0,0.06278950305556491,0.028912363067292644,0.30203442879499215,,True,True,True,4.796311259269714e-07,-0.0001615583896636963,-0.00017126587529977047,-0.00038844284911950314,0.0036907829344272544,-0.0012065706153710706,-0.0009635848303635938,-0.00040323908130328323,-0.27336448598130825,-0.07242990654205594,-0.07009345794392507,0.04049844236760136
unhedged,baseline,,,,,,3,-0.015334223086635271,0.00021298715132160573,-0.04994387825330099,-0.0658448835213979,0.6448598130841122,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-0.00016203802078962326,-0.00017174550642569744,-0.0003889224802454301,0.0,-0.004897353549798325,-0.004654367764790848,-0.004094022015730538,0.0,0.2009345794392523,0.20327102803738317,0.3138629283489096
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,vanilla,100.0,False,False,cvar,3,-0.01583522278815508,0.0007131183543446091,-0.048754955641925335,-0.06294736514488856,0.9267912772585669,0.7542947133382162,0.024878291723628838,0.000661993769470405,0.0004283489096573209,0.0002336448598130841,0.008566978193146417,63.0,0.06150132872881688,0.00121283255086072,0.02034428794992175,,True,True,True,-0.0005009997015198078,-0.000663037722309431,-0.0006727452079455052,-0.0008899221817652379,0.0028975183765093393,-0.0019998351732889857,-0.001756849388281509,-0.0011965036392211983,-0.2819314641744547,-0.08099688473520239,-0.07866043613707152,0.031931464174454915
proto_source=vanilla_k=25_weighted=0_learnw=0,proto,vanilla,25.0,False,False,cvar,3,-0.016018901641170185,0.00021501404160130397,-0.04838072365770737,-0.06353006387750308,0.8940809968847353,1.0,0.02839982012907664,0.09411993769470405,0.0889797507788162,0.0051401869158878505,0.43302180685358255,256.0,0.06686989714070886,0.03300078247261346,0.42801251956181535,,True,True,True,-0.0006846785545349138,-0.0008467165753245371,-0.0008564240609606113,-0.001073601034780344,0.002314819643894822,-0.002582533905903503,-0.002339548120896026,-0.0017792023718357156,-0.24922118380062308,-0.04828660436137078,-0.04595015576323991,0.06464174454828653
proto_source=vanilla_k=100_weighted=1_learnw=0,proto,vanilla,100.0,True,False,cvar,3,-0.016270273675521214,0.0013674688312991302,-0.05036938115954399,-0.06593300153811772,0.8995327102803738,0.7027284999688467,0.027473121881484985,0.04191978193146417,0.04190031152647975,1.9470404984423677e-05,0.2087227414330218,111.33333333333333,0.06204226764921734,0.0023278560250391237,0.03912363067292645,,True,True,True,-0.0009360505888859425,-0.0010980886096755658,-0.00110779609531164,-0.0013249730691313726,-8.811801671981812e-05,-0.004985471566518143,-0.004742485781510666,-0.004182140032450356,-0.2546728971962616,-0.053738317757009324,-0.051401869158878455,0.05919003115264798
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.016291397934158642,0.0013758527390079459,-0.0488697899505496,-0.0644301896293958,0.9221183800623053,0.9350000023841858,0.037769207110007606,0.054400311526479755,0.05227803738317757,0.002122274143302181,0.4182242990654206,24.0,0.0677758500293948,0.0700508607198748,0.3333333333333333,,True,True,True,-0.0009571748475233708,-0.001119212868312994,-0.0011289203539490682,-0.001346097327768801,0.0014146938920021057,-0.0034826596577962193,-0.0032396738727887425,-0.002679328123728432,-0.27725856697819307,-0.07632398753894076,-0.0739875389408099,0.03660436137071654
proto_source=vanilla_k=50_weighted=1_learnw=0,proto,vanilla,50.0,True,False,cvar,3,-0.016416293879350025,0.001611541557839476,-0.048220301605761046,-0.06365351254741351,0.9221183800623054,0.6667341987291971,0.03373716274897257,0.07390965732087228,0.07390965732087228,0.0,0.3333333333333333,258.3333333333333,0.06238474554611087,0.009839593114241001,0.14945226917057905,,True,True,True,-0.0010820707927147542,-0.0012441088135043774,-0.0012538162991404516,-0.0014709932729601843,0.002191370973984391,-0.002705982575813934,-0.002462996790806457,-0.0019026510417461465,-0.2772585669781932,-0.07632398753894087,-0.07398753894081,0.03660436137071643
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.01717161200940609,0.0019391418436939918,-0.047536736850937206,-0.062319389233986534,0.957165109034268,1.0,0.0520172386119763,0.10473130841121496,0.10473130841121496,0.0,0.8387850467289719,343.3333333333333,0.0760014406898451,0.1303599374021909,0.8865414710485133,,True,True,True,-0.0018373889227708187,-0.001999426943560442,-0.002009134429196516,-0.0022263114030162488,0.0035254942874113696,-0.0013718592623869555,-0.0011288734773794787,-0.0005685277283191681,-0.31230529595015577,-0.11137071651090347,-0.1090342679127726,0.0015576323987538387
