model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla,ticker,output_dir
proto_source=vanilla_k=10_weighted=1_learnw=0,proto,vanilla,10.0,True,False,cvar,3,-0.0274379520366589,0.0004219182489422,-0.0969541043043136,-0.1264558608333269,0.95743287491814,0.7932159602642059,0.0200594482012093,0.0160281597904387,0.0160281597904387,0.0,0.4760969220694171,297.6666666666667,0.1000721695530014,1.643655489809336e-05,0.0006574621959237,,True,True,True,0.0001525667806466,0.0001444922139247,0.0001143788297971,-0.0003253867228825,0.0041511431336402,0.0040306324760119,0.0034105951587359,-0.0024745861689249,-0.3385723641126391,-0.1447282252783234,-0.1427635887360838,-0.011787819253438,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=vanilla_k=50_weighted=0_learnw=0,proto,vanilla,50.0,False,False,cvar,3,-0.0274743338425954,0.0004778655703368,-0.0980853413542111,-0.1276530995965004,0.9476096922069418,0.4938351412614186,0.0158913225556413,0.0,0.0,0.0,0.0,97.66666666666669,0.1003236078579599,0.0,0.0,,True,True,True,0.0001161849747101,0.0001081104079882,7.799702386061466e-05,-0.000361768528819,0.0029539043704668,0.0028333937128385,0.0022133563955624,-0.0036718249320983,-0.3287491814014408,-0.1349050425671251,-0.1329404060248855,-0.0019646365422397,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,vanilla,100.0,False,False,cvar,3,-0.0275089349597692,0.0006041344367055,-0.09752260496219,-0.1270909483234087,0.960052390307793,0.6742477814356486,0.0180858103558421,0.0,0.0,0.0,0.0,143.66666666666666,0.1002827501964444,0.0,0.0,,True,True,True,8.158385753631592e-05,7.350929081439972e-05,4.339590668678284e-05,-0.0003963696459929,0.0035160556435585,0.0033955449859301,0.0027755076686541,-0.0031096736590067,-0.341191879502292,-0.1473477406679763,-0.1453831041257367,-0.0144073346430909,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=vanilla_k=25_weighted=0_learnw=0,proto,vanilla,25.0,False,False,cvar,3,-0.0275448678682247,0.0004807926559107,-0.0990802566210428,-0.1288828775286674,0.9443352979698756,0.3197730829318364,0.0090416772291064,0.0,0.0,0.0,0.0,88.66666666666667,0.1001162910965892,0.0,0.0,,True,True,True,4.565094908078396e-05,3.757638235886776e-05,7.462998231250878e-06,-0.0004323025544484,0.0017241264382998,0.0016036157806714,0.0009835784633954,-0.0049016028642654,-0.3254747871643746,-0.1316306483300588,-0.1296660117878193,0.0013097576948264,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
spot_delta_band,baseline,,,,,,3,-0.027552330866456,0.0004228978660512,-0.0972503324349721,-0.1298664559920629,0.8146692861820563,0.5076263050238291,0.0113904997706413,0.0,0.0,0.0,0.0,,,,,0.0833333333333333,True,True,True,3.818795084953308e-05,3.011338412761688e-05,0.0,-0.0004397655526796,0.0007405479749043,0.000620037317276,0.0,-0.0058851813276608,-0.1958087753765552,-0.0019646365422395,0.0,0.1309757694826457,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
spot_delta,baseline,,,,,,3,-0.0275824442505836,0.0004180021509198,-0.0970875024795532,-0.1304864933093389,0.8127046496398167,0.5909596482912699,0.0193859878927469,0.0,0.0,0.0,0.0,,,,,,True,True,True,8.074566721916199e-06,0.0,-3.011338412761688e-05,-0.0004698789368073,0.0001205106576283,0.0,-0.000620037317276,-0.0065052186449368,-0.1938441388343157,0.0,0.0019646365422395,0.1329404060248853,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
unhedged,baseline,,,,,,3,-0.0275905188173055,0.0004892693194098,-0.1001339038213093,-0.1306070039669672,0.618860510805501,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-8.074566721916199e-06,-3.818795084953308e-05,-0.0004779535035292,0.0,-0.0001205106576283,-0.0007405479749043,-0.0066257293025652,0.0,0.1938441388343157,0.1958087753765552,0.326784544859201,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=vanilla_k=50_weighted=1_learnw=0,proto,vanilla,50.0,True,False,cvar,3,-0.0276984081914027,0.0005457004080301,-0.1003196408351262,-0.1302671357989311,0.8664047151277013,0.1615225945909818,0.0059870639039824,0.0,0.0,0.0,0.0,61.0,0.100043766706173,0.0,0.0,,True,True,True,-0.0001078893740971,-0.0001159639408191,-0.0001460773249467,-0.0005858428776264,0.0003398681680361,0.0002193575104077,-0.0004006798068682,-0.0062858611345291,-0.2475442043222003,-0.0537000654878846,-0.051735428945645,0.0792403405370006,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.0278709189345439,0.0001538378250599,-0.0991432562470436,-0.128478430211544,0.9390962671905696,0.4675835967063904,0.0164653005388875,0.0003274394237066,0.0003274394237066,0.0,0.0085134250163719,149.33333333333334,0.0999505587411113,0.0,0.0,,True,True,True,-0.0002804001172383,-0.0002884746839602,-0.0003185880680878,-0.0007583536207675,0.0021285737554232,0.0020080630977948,0.0013880257805188,-0.004497155547142,-0.3202357563850687,-0.126391617550753,-0.1244269810085134,0.0065487884741323,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=vanilla_k=100_weighted=1_learnw=0,proto,vanilla,100.0,True,False,cvar,3,-0.0278990641236305,0.0006829135144657,-0.1006837472319602,-0.1313692927360534,0.8801571709233791,0.3129784812529881,0.0119399355414013,0.0,0.0,0.0,0.0,150.33333333333334,0.1001383634761441,0.0,0.0,,True,True,True,-0.0003085453063249,-0.0003166198730468,-0.0003467332571744,-0.0007864988098541,-0.0007622887690862,-0.0008827994267145,-0.0015028367439905,-0.0073880180716514,-0.2612966601178781,-0.0674525212835623,-0.0654878847413228,0.0654878847413229,IWM,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/IWM_full_paper_grid_800_step_robust
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.0698797876636187,0.0009629975677378,-0.2590915004412333,-0.3243991235891978,0.8313908313908315,1.0,0.0451811552047729,0.2754467754467755,0.2753302253302254,0.0001165501165501,0.93006993006993,313.3333333333333,0.2892715881726591,0.0650895638629283,0.795171339563863,,True,True,True,0.003289150695006,0.0021430402994155,0.0020354191462198,0.002494936188062,0.0183314780394235,0.0083196461200714,0.0082541406154632,0.0021343926588693,-0.198912198912199,-0.0101010101010102,-0.0116550116550117,0.1592851592851591,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0709929466247558,0.001592458853436,-0.24941060145696,-0.3356270591417948,0.8531468531468532,1.0,0.04029957515498,0.2795648795648796,0.2748251748251748,0.0047397047397047,0.8935508935508936,504.0,0.2890982045624927,0.0789135514018691,0.6238317757009345,,True,True,True,0.0021759917338689,0.0010298813382784,0.0009222601850827,0.0013817772269248,0.0071035424868265,-0.0029082894325256,-0.0029737949371337,-0.0090935428937276,-0.2206682206682207,-0.031857031857032,-0.0334110334110334,0.1375291375291374,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=50_weighted=1_learnw=0,proto,vanilla,50.0,True,False,cvar,3,-0.0710279444853464,0.003164621102551,-0.2490031053622563,-0.323891411225001,0.8943278943278944,1.0,0.0321793258190155,0.1261849261849262,0.1255439005439005,0.0006410256410256,0.3597513597513597,188.33333333333337,0.2901809847964455,0.0235397196261682,0.5763239875389409,,True,True,True,0.0021409938732782,0.0009948834776878,0.0008872623244921,0.0013467793663342,0.0188391904036203,0.0088273584842681,0.00876185297966,0.0026421050230661,-0.2618492618492619,-0.0730380730380731,-0.0745920745920746,0.0963480963480962,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.0713093827168146,0.0032997612855606,-0.2557662109533945,-0.3203637699286143,0.975135975135975,0.9464661876360576,0.0257621401300032,0.0115967365967365,0.0115773115773115,1.9425019425019425e-05,0.3838383838383838,358.3333333333333,0.2905076827895697,0.0110007788161993,0.366043613707165,,True,True,True,0.00185955564181,0.0007134452462196,0.0006058240930239,0.001065341134866,0.022366831700007,0.0123549997806549,0.0122894942760467,0.0061697463194528,-0.3426573426573426,-0.1538461538461538,-0.1554001554001552,0.0155400155400156,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.0713484287261962,0.0021506501115953,-0.2630605101585388,-0.331489235162735,0.85003885003885,1.0,0.0394633865604798,0.0354506604506604,0.0354506604506604,0.0,0.3752913752913753,206.66666666666663,0.290037886534449,0.0012071651090342,0.0342679127725856,,True,True,True,0.0018205096324284,0.000674399236838,0.0005667780836423,0.0010262951254844,0.0112413664658864,0.0012295345465342,0.001164029041926,-0.0049557189146677,-0.2175602175602176,-0.0287490287490288,-0.0303030303030302,0.1406371406371406,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,vanilla,100.0,False,False,cvar,3,-0.0713514263431231,0.0034826782520901,-0.257019285360972,-0.3251672883828481,0.902097902097902,0.9952584505081176,0.0380531990279754,0.0437257187257187,0.0437257187257187,0.0,0.3869463869463869,126.66666666666669,0.2911802653482073,0.0178543613707165,0.3045171339563863,,True,True,True,0.0018175120155016,0.0006714016199111,0.0005637804667154,0.0010232975085576,0.0175633132457733,0.0075514813264211,0.0074859758218129,0.0013662278652191,-0.2696192696192696,-0.0808080808080808,-0.0823620823620823,0.0885780885780885,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,spot_delta,25.0,True,False,cvar,3,-0.0714772914846738,0.0017718095556907,-0.2588386317094167,-0.3298407296339671,0.8850038850038849,0.8229324420293173,0.0230830553919076,0.1401903651903651,0.1401903651903651,0.0,0.3333333333333333,314.6666666666667,0.2935100764721179,0.0291082554517134,0.3177570093457944,,True,True,True,0.0016916468739509,0.0005455364783605,0.0004379153251647,0.0008974323670069,0.0128898719946543,0.0028780400753021,0.0028125345706939,-0.0033072133858998,-0.2525252525252525,-0.0637140637140637,-0.0652680652680651,0.1056721056721057,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,spot_delta,100.0,True,False,cvar,3,-0.0715885336200396,0.0019976472666075,-0.2622625648975372,-0.3263790408770243,0.8733488733488733,1.0,0.026731992761294,0.1557498057498057,0.1515540015540015,0.0041958041958041,0.6052836052836054,77.0,0.2902124745087449,0.0205607476635514,0.3154205607476635,,True,True,True,0.0015804047385851,0.0004342943429946,0.0003266731897989,0.0007861902316411,0.016351560751597,0.0063397288322448,0.0062742233276367,0.0001544753710428,-0.2408702408702409,-0.0520590520590521,-0.0536130536130535,0.1173271173271173,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0718820343414942,0.0027256255167621,-0.2567137042681376,-0.3327500323454539,0.8818958818958819,1.0,0.0381003183623155,0.1654040404040404,0.1646658896658896,0.0007381507381507,0.763014763014763,115.66666666666669,0.2903911187568813,0.0438473520249221,0.6386292834890965,,True,True,True,0.0012869040171305,0.00014079362154,3.317246834436127e-05,0.0004926895101865,0.0099805692831674,-3.126263618469238e-05,-9.676814079284668e-05,-0.0062165160973867,-0.2494172494172494,-0.0606060606060606,-0.062160062160062,0.1087801087801088,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.0718999082843462,0.0026742762883146,-0.2610527078310649,-0.3371270596981048,0.8671328671328672,0.7153765360514323,0.0248529060433308,0.0,0.0,0.0,0.0,319.3333333333333,0.2889109364420326,1.9470404984423677e-05,0.0007788161993769,,True,True,True,0.0012690300742785,0.000122919678688,1.529852549234101e-05,0.0004748155673344,0.0056035419305165,-0.0044082899888356,-0.0044737954934437,-0.0105935434500376,-0.2346542346542347,-0.0458430458430459,-0.0473970473970474,0.1235431235431234,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
spot_delta_band,baseline,,,,,,3,-0.0719152068098386,0.0026119691429269,-0.259780200322469,-0.332653264204661,0.8197358197358198,0.6922129988670349,0.017435498535633,0.0,0.0,0.0,0.0,,,,,0.01,True,True,True,0.0012537315487861,0.0001076211531957,0.0,0.0004595170418421,0.0100773374239603,6.55055046081543e-05,0.0,-0.0061197479565938,-0.1872571872571873,0.0015540015540014,0.0,0.1709401709401709,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=25_weighted=0_learnw=0,proto,vanilla,25.0,False,False,cvar,3,-0.0719570939739545,0.0022315320696935,-0.2590652525424957,-0.3300471703211466,0.9735819735819736,0.925007184346517,0.0255794636905193,0.0124902874902874,0.0124902874902874,0.0,0.2921522921522921,164.0,0.291208068561157,0.0135903426791277,0.3224299065420561,,True,True,True,0.0012118443846702,6.573398907980255e-05,-4.188716411590576e-05,0.0004176298777262,0.0126834313074747,0.0026715993881225,0.0026060938835144,-0.0035136540730794,-0.341103341103341,-0.1522921522921523,-0.1538461538461537,0.0170940170940171,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=10_weighted=1_learnw=0,proto,vanilla,10.0,True,False,cvar,3,-0.0720035508275032,0.002559875508839,-0.2599249472220739,-0.3274593651294708,0.9743589743589745,1.0,0.0263505683590968,0.0303224553224553,0.0303224553224553,0.0,0.498057498057498,245.0,0.2902050138047585,0.0,0.0,,True,True,True,0.0011653875311215,1.927713553111221e-05,-8.83440176645961e-05,0.0003711730241775,0.0152712364991505,0.0052594045797983,0.0051938990751902,-0.0009258488814036,-0.3418803418803419,-0.1530691530691531,-0.1546231546231545,0.0163170163170163,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
spot_delta,baseline,,,,,,3,-0.0720228279630343,0.0026193855689001,-0.2591034988562266,-0.3327187697092692,0.8212898212898212,0.7022129893302917,0.0220250536998113,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0011461103955904,0.0,-0.0001076211531957,0.0003518958886464,0.0100118319193521,0.0,-6.55055046081543e-05,-0.006185253461202,-0.1888111888111887,0.0,-0.0015540015540014,0.1693861693861694,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=100_weighted=1_learnw=0,proto,vanilla,100.0,True,False,cvar,3,-0.0723050087690353,0.0022279147945502,-0.2605292379856109,-0.3294797341028849,0.944055944055944,0.9720088442166648,0.0279857839147249,0.0021173271173271,0.0021173271173271,0.0,0.0163170163170163,237.66666666666663,0.290732125616705,0.0036993769470404,0.0661993769470404,,True,True,True,0.0008639295895894,-0.000282180806001,-0.0003898019591967,6.971508264541626e-05,0.0132508675257364,0.0032390356063842,0.0031735301017761,-0.0029462178548177,-0.3115773115773116,-0.1227661227661228,-0.1243201243201242,0.0466200466200465,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
vanilla,vanilla,,,,,cvar,3,-0.0723747238516807,0.0015207997071557,-0.2576099147399266,-0.3265335162480672,0.9906759906759908,0.999686598777771,0.0334328444053729,0.1743978243978244,0.0243978243978243,0.15,0.6666666666666666,286.0,0.3073140550424806,0.1500194704049844,0.3341121495327102,,True,True,True,0.000794214506944,-0.0003518958886464,-0.0004595170418421,0.0,0.0161970853805542,0.006185253461202,0.0061197479565938,0.0,-0.3581973581973582,-0.1693861693861694,-0.1709401709401709,0.0,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.0725639462471008,0.0027221380343287,-0.2625101308027903,-0.3323472241560618,0.9254079254079254,0.9519276022911072,0.0371932821969191,0.0061383061383061,0.0061383061383061,0.0,0.0854700854700854,244.0,0.2923775706467482,0.0057632398753894,0.0919003115264797,,True,True,True,0.0006049921115239,-0.0005411182840665,-0.0006487394372622,-0.00018922239542,0.0103833774725595,0.0003715455532073,0.0003060400485992,-0.0058137079079946,-0.2929292929292929,-0.1041181041181041,-0.1056721056721056,0.0652680652680652,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.0728788748383522,0.002146506514567,-0.2636499563852946,-0.3368011613686879,0.9083139083139082,1.0,0.026873342692852,0.102078477078477,0.0719502719502719,0.0301282051282051,0.494949494949495,343.3333333333333,0.2981206291297746,0.0736760124610591,0.2764797507788162,,True,True,True,0.0002900635202725,-0.0008560468753178,-0.0009636680285135,-0.0005041509866714,0.0059294402599334,-0.0040823916594187,-0.0041478971640268,-0.0102676451206207,-0.2758352758352758,-0.087024087024087,-0.0885780885780884,0.0823620823620824,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=vanilla_k=50_weighted=0_learnw=0,proto,vanilla,50.0,False,False,cvar,3,-0.0729545876383781,0.0030513032993944,-0.2569436430931091,-0.3362161517143249,0.8741258741258742,1.0,0.0408650419364372,0.1119463869463869,0.1114801864801864,0.0004662004662004,0.4017094017094016,472.0,0.2913729343647456,0.0249610591900311,0.3239875389408099,,True,True,True,0.0002143507202466,-0.0009317596753438,-0.0010393808285395,-0.0005798637866973,0.0065144499142964,-0.0034973820050557,-0.0035628875096638,-0.0096826354662577,-0.2416472416472417,-0.0528360528360529,-0.0543900543900544,0.1165501165501164,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
unhedged,baseline,,,,,,3,-0.0731689383586247,0.0025483685683093,-0.2701599597930908,-0.3427306016286214,0.6324786324786325,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-0.0011461103955904,-0.0012537315487861,-0.000794214506944,0.0,-0.0100118319193521,-0.0100773374239603,-0.0161970853805542,0.0,0.1888111888111887,0.1872571872571873,0.3581973581973582,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/NVDA_full_paper_grid_800_step_robust
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0286310681452353,0.0006055719182645,-0.0879481986165046,-0.1068647727370262,0.902423051735429,1.0,0.0273061779638131,0.0304354944335297,0.0302390307793058,0.0001964636542239,0.3215455140798952,30.666666666666668,0.0986811631039289,0.0007232084155161,0.0243261012491781,,True,True,True,0.0009298846125602,0.0006210673600435,0.0006215634445349,0.0001756213605403,0.0091281657417615,0.0059134811162948,0.0059582342704137,0.0035389165083567,-0.1899148657498363,-0.0406024885396202,-0.0419122462344466,0.0386378519973803,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
vanilla,vanilla,,,,,cvar,3,-0.0288066895057757,0.0004218636272517,-0.0882835169633229,-0.1104036892453829,0.9410609037328094,1.0,0.0250980338702599,0.1659626719056974,0.1659626719056974,0.0,1.0,327.3333333333333,0.0991344190760161,9.861932938856015e-05,0.0039447731755424,,True,True,True,0.0007542632520198,0.0004454459995031,0.0004459420839945,0.0,0.0055892492334047,0.0023745646079381,0.0024193177620569,0.0,-0.2285527177472166,-0.0792403405370005,-0.080550098231827,0.0,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,spot_delta,25.0,True,False,cvar,3,-0.0288879474004109,0.0005563640947301,-0.0898815249403317,-0.1099635933836301,0.9122462344466274,0.9295381704966228,0.0253948091218868,0.018369351669941,0.018369351669941,0.0,0.303863785199738,20.0,0.0987855126470129,0.0004437869822485,0.0177514792899408,,True,True,True,0.0006730053573846,0.0003641881048679,0.0003646841893593,-8.12578946352005e-05,0.0060293450951576,0.0028146604696909,0.0028594136238098,0.0004400958617528,-0.1997380484610347,-0.0504256712508186,-0.051735428945645,0.0288146692861819,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.0289100452015797,0.0007316397846556,-0.0876428917050361,-0.1087402130166689,0.890635232481991,0.8826087315877279,0.0257211371014515,0.0003929273084479,0.0,0.0003929273084479,0.0039292730844793,27.666666666666668,0.0988307967090264,0.0006738987508218,0.0059171597633136,,True,True,True,0.0006509075562159,0.0003420903036991,0.0003425863881905,-0.0001033556958039,0.0072527254621187,0.0040380408366521,0.0040827939907709,0.0016634762287139,-0.1781270464963982,-0.0288146692861821,-0.0301244269810085,0.0504256712508184,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.0290201716125011,0.0007365228177367,-0.08917133162419,-0.109893133242925,0.9096267190569746,0.9014797409375508,0.0266665726279218,0.0133431565160445,0.0131466928618205,0.0001964636542239,0.1565160445317616,43.666666666666664,0.0991283114717778,0.000180802103879,0.0065746219592373,,True,True,True,0.0005407811452945,0.0002319638927777,0.0002324599772691,-0.0002134821067253,0.0060998052358627,0.002885120610396,0.0029298737645149,0.0005105560024579,-0.1971185330713818,-0.0478061558611657,-0.0491159135559922,0.0314341846758348,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0290700426946083,0.0005355115368379,-0.0892443706591924,-0.1117450644572575,0.9102815979043876,1.0,0.0219510253518819,0.012475442043222,0.012475442043222,0.0,0.111984282907662,270.6666666666667,0.0992161768261847,0.0007232084155161,0.0085470085470085,,True,True,True,0.0004909100631872,0.0001820928106705,0.0001825888951619,-0.0002633531888326,0.0042478740215301,0.0010331893960634,0.0010779425501823,-0.0013413752118746,-0.1977734119187949,-0.0484610347085788,-0.0497707924034053,0.0307793058284217,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.0291163064539432,0.0002944771457646,-0.0900223289926846,-0.1115130285422007,0.9528487229862476,0.8566563725471497,0.0206485108161966,0.0351833660772757,0.0351833660772757,0.0,0.3536345776031434,372.3333333333333,0.0996341230114922,0.0,0.0,,True,True,True,0.0004446463038523,0.0001358290513356,0.000136325135827,-0.0003096169481674,0.004479909936587,0.0012652253111203,0.0013099784652391,-0.0011093392968177,-0.2403405370006548,-0.0910281597904387,-0.0923379174852652,-0.0117878192534381,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.0292202408115069,0.0005310181485897,-0.0906538724899291,-0.1121629501382509,0.9639816633922724,0.7158010403315226,0.0202050612618525,0.0250982318271119,0.0250982318271119,0.0,0.2390307793058284,9.0,0.099446090332007,0.0004109138724523,0.0131492439184746,,True,True,True,0.0003407119462887,3.1894693771995775e-05,3.2390778263408776e-05,-0.0004135513057311,0.0038299883405367,0.00061530371507,0.0006600568691889,-0.001759260892868,-0.2514734774066798,-0.1021611001964637,-0.1034708578912901,-0.0229207596594631,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
