n_prototypes,top1_usage,top3_usage,top5_usage,entropy,effective_n_prototypes,action_norm_mean,action_norm_max
25,0.17036573140618214,0.4526434049129708,0.6319361758863582,2.6324734327521275,13.908128212970349,0.13797828555107117,0.1816246509552002
