model,model_family,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla,ticker,output_dir,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure
proto_source=vanilla_k=50_weighted=1_learnw=0,proto,3,-0.0375722410778204,0.0033111084614704,-0.1261633306741714,-0.1706214199463526,0.9207459207459208,0.7936871846516927,0.0207940644274155,0.0,0.0,0.0,0.0,14.0,0.1592105579141214,0.0347352024922118,0.3045171339563863,,True,True,True,0.0006787702441215,-0.0004673413932323,-0.0005749650299549,-2.8626372416809542e-05,0.0094974189996719,-4.838903745013612e-05,-0.0004989653825759,-0.0034684191147486,-0.2898212898212899,-0.0955710955710957,-0.0940170940170941,0.0287490287490286,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,vanilla,50.0,True,False,cvar
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,3,-0.0376178833345572,0.0037281337427981,-0.1244838957985242,-0.2031451215346654,0.8702408702408703,1.0,0.0557697601616382,0.209013209013209,0.2066239316239315,0.0023892773892773,0.8873348873348874,587.3333333333334,0.1601757002891131,0.116958722741433,0.7702492211838007,,True,True,True,0.0006331279873847,-0.0005129836499691,-0.0006206072866916,-7.426862915356491e-05,-0.0230262825886408,-0.0325720906257629,-0.0330226669708887,-0.0359921207030614,-0.2393162393162393,-0.0450660450660451,-0.0435120435120435,0.0792540792540792,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,spot_delta,10.0,False,False,cvar
proto_source=vanilla_k=50_weighted=0_learnw=0,proto,3,-0.0376519411802291,0.0025023132852271,-0.1267012690504391,-0.1716609845558802,0.9518259518259518,0.6358450551827749,0.017698174342513,0.0549728049728049,0.0549728049728049,0.0,0.3333333333333333,3.3333333333333335,0.1626547968021602,0.0582943925233644,0.3333333333333333,,True,True,True,0.0005990701417128,-0.000547041495641,-0.0006546651323636,-0.0001083264748255,0.0084578543901443,-0.0010879536469777,-0.0015385299921035,-0.0045079837242762,-0.3209013209013208,-0.1266511266511266,-0.125097125097125,-0.0023310023310022,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,vanilla,50.0,False,False,cvar
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,3,-0.0376561097800731,0.0018818574586816,-0.1286738658944765,-0.1741411735614141,0.8212898212898213,0.7325494289398193,0.0278234624614318,0.0005633255633255,0.0005633255633255,0.0,0.0038850038850038,37.333333333333336,0.1541734321294149,0.0002141744548286,0.0062305295950155,,True,True,True,0.0005949015418688,-0.000551210095485,-0.0006588337322076,-0.0001124950746695,0.0059776653846104,-0.0035681426525115,-0.0040187189976374,-0.00698817272981,-0.1903651903651904,0.0038850038850037,0.0054390054390054,0.1282051282051282,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,spot_delta,100.0,True,False,cvar
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,3,-0.0379445453484853,0.0029323869277607,-0.1343111157417297,-0.1816925158103307,0.8593628593628594,1.0,0.0359741480400164,0.1384421134421134,0.1376068376068376,0.0008352758352758,0.393939393939394,544.3333333333334,0.1632815347873022,0.0817757009345794,0.5007788161993769,,True,True,True,0.0003064659734566,-0.0008396456638972,-0.0009472693006197,-0.0004009306430816,-0.0015736768643061,-0.0111194849014282,-0.011570061246554,-0.0145395149787267,-0.2284382284382284,-0.0341880341880342,-0.0326340326340326,0.0901320901320901,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,spot_delta,10.0,True,False,cvar
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,3,-0.0381774567067623,0.0015175182636829,-0.1278270001212755,-0.1734227985143661,0.9308469308469308,0.8892510334650675,0.0325907288740078,0.0371017871017871,0.0165501165501165,0.0205516705516705,0.5687645687645687,5.0,0.1617639163147797,0.0389602803738317,0.6246105919003115,,True,True,True,7.355461517969536e-05,-0.0010725570221742,-0.0011801806588967,-0.0006338420013586,0.0066960404316584,-0.0028497676054636,-0.0033003439505895,-0.0062697976827621,-0.2999222999223,-0.1056721056721058,-0.1041181041181041,0.0186480186480185,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,vanilla,25.0,True,False,cvar
unhedged,baseline,3,-0.038251011321942,0.0030710388460735,-0.1335646311442057,-0.1801188389460245,0.6309246309246309,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-0.0011461116373538,-0.0012537352740764,-0.0007073966165383,0.0,-0.009545808037122,-0.0099963843822479,-0.0129658381144205,0.0,0.1942501942501941,0.1958041958041958,0.3185703185703186,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,,,,,
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,3,-0.0383236656586329,0.0035616939831955,-0.1260102694233258,-0.1750377217928568,0.926961926961927,0.9966297149658204,0.0355033396432797,0.0335664335664335,0.0002719502719502,0.0332944832944832,0.3395493395493396,193.33333333333337,0.1596423212733015,0.0338006230529595,0.3419003115264797,,True,True,True,-7.265433669090271e-05,-0.0012187659740447,-0.0013263896107673,-0.0007800509532292,0.0050811171531677,-0.0044646908839543,-0.0049152672290802,-0.0078847209612528,-0.2960372960372961,-0.1017871017871019,-0.1002331002331002,0.0225330225330224,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,spot_delta,50.0,True,False,cvar
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,3,-0.0384308199087778,0.0040861764567516,-0.130361740787824,-0.1750791072845459,0.8508158508158509,0.9950567881266276,0.026076233635346,0.0308469308469308,0.0303224553224553,0.0005244755244755,0.1717171717171717,256.3333333333333,0.1603653357696438,0.0713979750778816,0.5404984423676013,,True,True,True,-0.0001798085868358,-0.0013259202241897,-0.0014335438609123,-0.0008872052033742,0.0050397316614786,-0.0045060763756434,-0.0049566527207692,-0.0079261064529418,-0.2198912198912199,-0.0256410256410257,-0.0240870240870241,0.0986790986790986,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,spot_delta,25.0,True,False,cvar
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,3,-0.0391026958823204,0.0043882712924511,-0.1315736810366312,-0.1784666081269582,0.8811188811188811,1.0,0.032064630339543,0.0023892773892773,5.8275058275058275e-05,0.0023310023310023,0.0147630147630147,304.6666666666667,0.1592078538622846,0.0077102803738317,0.1051401869158878,,True,True,True,-0.0008516845603783,-0.0019977961977322,-0.0021054198344548,-0.0015590811769167,0.0016522308190663,-0.0078935772180557,-0.0083441535631815,-0.0113136072953542,-0.2501942501942502,-0.055944055944056,-0.0543900543900544,0.0683760683760683,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,vanilla,10.0,False,False,cvar
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,3,-0.0392974478503068,0.0051871014195302,-0.1311442057291666,-0.1758986363808314,0.9324009324009324,0.7033280730247498,0.0426548328250646,0.029020979020979,0.029020979020979,0.0,0.2843822843822843,99.0,0.1625637131541346,0.04375,0.3161993769470405,,True,True,True,-0.0010464365283648,-0.0021925481657187,-0.0023001718024412,-0.0017538331449031,0.0042202025651931,-0.0053256054719288,-0.0057761818170547,-0.0087456355492273,-0.3014763014763014,-0.1072261072261072,-0.1056721056721056,0.0170940170940171,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,vanilla,100.0,False,False,cvar
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,3,-0.0394493490457534,0.0031035703540024,-0.1388689408699671,-0.1814392606417338,0.7995337995337994,1.0,0.0291362510373195,0.0462315462315462,0.0013791763791763,0.0448523698523698,0.303030303030303,62.666666666666664,0.1546359294189598,0.0222546728971962,0.2133956386292834,,True,True,True,-0.0011983377238114,-0.0023444493611653,-0.0024520729978879,-0.0019057343403498,-0.0013204216957092,-0.0108662297328313,-0.0113168060779571,-0.0142862598101297,-0.1686091686091685,0.0256410256410256,0.0271950271950273,0.14996114996115,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,spot_delta,100.0,False,False,cvar
proto_source=vanilla_k=10_weighted=1_learnw=0,proto,3,-0.0396208614110946,0.0046500758689514,-0.136214855313301,-0.1814976582924524,0.8632478632478633,0.8716232379277548,0.0471893114348252,0.0458041958041958,0.0046620046620046,0.0411421911421911,0.432012432012432,69.66666666666667,0.1593764412229318,0.0219626168224299,0.3278816199376947,,True,True,True,-0.0013698500891526,-0.0025159617265065,-0.0026235853632291,-0.002077246705691,-0.0013788193464279,-0.0109246273835499,-0.0113752037286758,-0.0143446574608484,-0.2323232323232323,-0.0380730380730381,-0.0365190365190365,0.0862470862470862,NVDA,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/NVDA_full_paper_grid_800_asian_call_step_robust,vanilla,10.0,True,False,cvar
vanilla,vanilla,3,-0.0153664782022436,0.0001091401945979,-0.0486060857772827,-0.0627096084256966,0.9279633267845449,0.9187817374865214,0.0232053597768147,0.0,0.0,0.0,0.0,66.66666666666667,0.0571107432742913,0.0,0.0,,True,True,True,0.000625477793316,0.0003166605407992,0.0003171563148498,0.0,0.0049396256605784,0.0017265044152736,0.0018537081778049,0.0,-0.2514734774066798,-0.0779305828421742,-0.0753110674525211,0.0,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,,,,,cvar
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,2,-0.0155747225508093,0.0002403542574345,-0.0479778986424207,-0.0583347491919994,0.918467583497053,0.7581852674484253,0.0219471091404557,0.0,0.0,0.0,0.0,14.5,0.0575156556116417,0.0,0.0,,True,True,True,0.0004172334447503,0.0001084161922335,0.0001089119662841,-0.0002082443485657,0.0093144848942756,0.0061013636489709,0.0062285674115021,0.0043748592336972,-0.241977734119188,-0.0684348395546824,-0.0658153241650293,0.0094957432874918,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,50.0,False,False,cvar
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,3,-0.0156132141128182,0.0001939815466353,-0.0496198634306589,-0.0629382207989692,0.9017681728880156,0.6861931582291921,0.0217713715198139,0.0001800916830386,0.0001800916830386,0.0,0.0019646365422396,60.666666666666664,0.0563228073606437,8.21827744904668e-05,0.0019723865877712,,True,True,True,0.0003787418827414,6.992463022470474e-05,7.042040427525723e-05,-0.0002467359105745,0.0047110132873058,0.001497892042001,0.0016250958045323,-0.0002286123732725,-0.2252783235101506,-0.051735428945645,-0.0491159135559919,0.0261951538965291,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,25.0,False,False,cvar
spot_delta,baseline,3,-0.0156831387430429,0.0003824450709017,-0.0499091573059558,-0.0644361128409703,0.8500327439423706,0.6425193349520365,0.0204287202407916,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0003088172525167,0.0,4.957740505524832e-07,-0.0003166605407992,0.0032131212453047,0.0,0.0001272037625312,-0.0017265044152736,-0.1735428945645055,0.0,0.0026195153896531,0.0779305828421742,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,,,,,
spot_delta_band,baseline,3,-0.0156836345170935,0.0003361479261538,-0.0498513296246528,-0.0645633166035016,0.8526522593320237,0.575852652390798,0.0142712754507859,0.0,0.0,0.0,0.0,,,,,0.0666666666666666,True,True,True,0.0003083214784661,-4.957740505524832e-07,0.0,-0.0003171563148498,0.0030859174827734,-0.0001272037625312,0.0,-0.0018537081778049,-0.1761624099541586,-0.0026195153896531,0.0,0.0753110674525211,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,,,,,
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,2,-0.0156898931600153,0.0004666308089218,-0.0485403656959533,-0.0598846916109323,0.9341846758349706,0.7305292189121246,0.0192397912032902,0.0,0.0,0.0,0.0,15.5,0.0575378189864568,0.0,0.0,,True,True,True,0.0003020628355443,-6.754416972398758e-06,-6.258642921846275e-06,-0.0003234149577716,0.0077645424753427,0.004551421230038,0.0046786249925692,0.0028249168147643,-0.2576948264571055,-0.0841519318925999,-0.0815324165029468,-0.0062213490504257,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,50.0,True,False,cvar
proto_source=vanilla_k=50_weighted=0_learnw=0,proto,2,-0.0157146323472261,0.0002089377331366,-0.049688072502613,-0.0603851079940795,0.9292730844793712,0.7807107865810394,0.0222035115584731,0.1353634577603143,0.1353634577603143,0.0,0.5,276.0,0.0694104767004413,0.1074704142011834,0.5,,True,True,True,0.0002773236483335,-3.149360418319702e-05,-3.099783013264454e-05,-0.0003481541449824,0.0072641260921955,0.0040510048468907,0.004178208609422,0.002324500431617,-0.2527832351015062,-0.0792403405370006,-0.0766208251473475,-0.0013097576948264,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,50.0,False,False,cvar
proto_source=vanilla_k=50_weighted=1_learnw=0,proto,2,-0.0157305891625583,0.0004419735854539,-0.0495047736912965,-0.0605756342411041,0.9214145383104124,0.809592604637146,0.0253257378935813,0.1363212180746562,0.1363212180746562,0.0,0.5,9.5,0.0722222094034089,0.1334812623274161,0.5,,True,True,True,0.0002613668330013,-4.745041951537132e-05,-4.695464546481884e-05,-0.0003641109603146,0.0070735998451709,0.0038604785998662,0.0039876823623975,0.0021339741845925,-0.2449246889325474,-0.0713817943680419,-0.0687622789783888,0.0065487884741323,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,50.0,True,False,cvar
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,2,-0.0157633353956043,0.0002025781688231,-0.0501857981085777,-0.0617254134267568,0.8939096267190569,0.6492115259170532,0.0128483711741864,0.0,0.0,0.0,0.0,39.0,0.0575287170195952,0.0,0.0,,True,True,True,0.0002286205999553,-8.019665256142616e-05,-7.970087851087368e-05,-0.0003968571933607,0.0059238206595182,0.0027106994142134,0.0028379031767447,0.0009841949989398,-0.2174197773411919,-0.0438768827766863,-0.0412573673870332,0.0340537000654879,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,100.0,True,False,cvar
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,3,-0.0157731417566537,0.0003934485578425,-0.0476401915152867,-0.0612848661839962,0.9476096922069418,0.9039844473203024,0.0239685208847125,0.0153896529142108,0.0135396201702685,0.0018500327439423,0.1021611001964636,11.0,0.0603432015256673,0.0270216962524654,0.2110453648915187,,True,True,True,0.0002188142389059,-9.000301361083984e-05,-8.950723956028736e-05,-0.0004066635544101,0.0063643679022789,0.0031512466569741,0.0032784504195054,0.0014247422417004,-0.2711198428290767,-0.0975769482645712,-0.094957432874918,-0.0196463654223969,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,10.0,True,False,cvar
proto_source=vanilla_k=25_weighted=0_learnw=0,proto,2,-0.0158004015684127,0.0001589173264883,-0.0507155392318963,-0.0624925959855318,0.9214145383104126,0.5645360946655273,0.0148229198530316,0.0,0.0,0.0,0.0,2.0,0.0580163367744535,0.0,0.0,,True,True,True,0.0001915544271469,-0.0001172628253698,-0.0001167670513192,-0.0004339233661691,0.0051566381007432,0.0019435168554385,0.0020707206179698,0.0002170124401648,-0.2449246889325476,-0.071381794368042,-0.0687622789783889,0.0065487884741322,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,25.0,False,False,cvar
proto_source=vanilla_k=100_weighted=0_learnw=0,proto,2,-0.0158997806720435,0.0005329501921427,-0.0492449283599853,-0.0606362987309694,0.899803536345776,1.0,0.0165150980465114,0.0273575638506876,0.0273575638506876,0.0,0.1954813359528487,528.0,0.0582420211797717,0.001775147928994,0.0059171597633136,,True,True,True,9.217532351613043e-05,-0.0002166419290006,-0.00021614615495,-0.0005333024697999,0.0070129353553056,0.0037998141100009,0.0039270178725322,0.0020733096947272,-0.2233136869679109,-0.0497707924034054,-0.0471512770137523,0.0281597904387688,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,100.0,False,False,cvar
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,3,-0.0159118535617987,0.0002400911535249,-0.0507478614648183,-0.0648474420110384,0.9384413883431564,0.458892360329628,0.01368882219928,0.0284381139489194,0.0284381139489194,0.0,0.1650294695481336,107.0,0.0573647515920102,0.0087771203155818,0.1380670611439842,,True,True,True,8.010243376095974e-05,-0.0002287148187557,-0.0002282190447052,-0.000545375359555,0.0028017920752366,-0.0004113291700681,-0.0002841254075368,-0.0021378335853417,-0.2619515389652914,-0.0884086444007858,-0.0857891290111327,-0.0104780615586116,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,25.0,True,False,cvar
proto_source=vanilla_k=10_weighted=1_learnw=0,proto,2,-0.0159203694202005,0.0004601006815807,-0.0504055429250001,-0.0620896946638822,0.9469548133595284,0.6012701541185379,0.0147687741555273,0.031237721021611,0.031237721021611,0.0,0.1689587426326129,236.0,0.0598800143501556,0.0128698224852071,0.0719921104536489,,True,True,True,7.158657535910606e-05,-0.0002372306771576,-0.000236734903107,-0.0005538912179569,0.0055595394223928,0.002346418177088,0.0024736219396193,0.0006199137618144,-0.2704649639816634,-0.0969220694171578,-0.0943025540275047,-0.0189914865749836,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,10.0,True,False,cvar
unhedged,baseline,3,-0.0159919559955596,0.0001895290653449,-0.0525308926900227,-0.0676492340862751,0.676489849377865,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-0.0003088172525167,-0.0003083214784661,-0.000625477793316,0.0,-0.0032131212453047,-0.0030859174827734,-0.0049396256605784,0.0,0.1735428945645055,0.1761624099541586,0.2514734774066798,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,,,,,
proto_source=vanilla_k=25_weighted=1_learnw=0,proto,2,-0.0160773973912,6.070990110191092e-05,-0.0494095232337713,-0.060595728456974,0.9145383104125736,0.7478673458099365,0.026029709726572,0.175,0.175,0.0,0.5,218.5,0.0720144076963071,0.130991124260355,0.5,,True,True,True,-8.544139564037323e-05,-0.0003942586481571,-0.0003937628741065,-0.0007109191889564,0.007053505629301,0.0038403843839963,0.0039675881465276,0.0021138799687226,-0.2380484610347086,-0.0645055664702031,-0.06188605108055,0.0134250163719711,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,25.0,True,False,cvar
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,2,-0.0162949161604046,0.0007046597456987,-0.0496350690722465,-0.062300868332386,0.9675834970530452,0.7628577053546906,0.026390416547656,0.0,0.0,0.0,0.0,23.0,0.0575092876702547,0.0,0.0,,True,True,True,-0.0003029601648449,-0.0006117774173617,-0.0006112816433111,-0.000928437958161,0.005348365753889,0.0021352445085843,0.0022624482711156,0.0004087400933106,-0.2910936476751802,-0.1175507531106746,-0.1149312377210215,-0.0396201702685004,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,100.0,False,False,cvar
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,3,-0.016709340425829,0.0021603890741471,-0.0506197075049082,-0.0648743460575739,0.9489194499017682,0.8986373742421468,0.026309580852588,0.075,0.0,0.075,0.3333333333333333,6.666666666666667,0.0566485429535155,0.0003451676528599,0.0046022353714661,,True,True,True,-0.0007173844302694,-0.0010262016827861,-0.0010257059087355,-0.0013428622235854,0.0027748880287011,-0.0004382332166036,-0.0003110294540723,-0.0021647376318772,-0.2724296005239032,-0.0988867059593976,-0.0962671905697445,-0.0209561231172233,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,spot_delta,10.0,False,False,cvar
proto_source=vanilla_k=100_weighted=1_learnw=0,proto,2,-0.0171296577900648,0.0013953978604986,-0.0525561939924955,-0.0651815962046384,0.9194499017681728,0.5771152973175049,0.0292493142187595,0.0,0.0,0.0,0.0,49.5,0.0592919172439724,0.0,0.0,,True,True,True,-0.0011377017945051,-0.0014465190470218,-0.0014460232729713,-0.0017631795878211,0.0024676378816366,-0.0007454833636681,-0.0006182796011368,-0.0024719877789417,-0.2429600523903078,-0.0694171578258022,-0.0667976424361491,0.0085134250163719,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,100.0,True,False,cvar
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,2,-0.0173267358914017,0.0004597417748238,-0.05327033624053,-0.0648343451321125,0.9155206286836934,1.0,0.0473448000848293,0.0993369351669941,0.0906434184675835,0.0086935166994106,0.6463654223968566,367.0,0.0681792091465641,0.0657790927021696,0.6173570019723866,,True,True,True,-0.001334779895842,-0.0016435971483588,-0.0016431013743082,-0.0019602576891581,0.0028148889541625,-0.0003982322911421,-0.0002710285286108,-0.0021247367064158,-0.2390307793058284,-0.0654878847413228,-0.0628683693516697,0.0124426981008514,QQQ,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/QQQ_full_paper_grid_800_asian_call_step_robust,vanilla,10.0,False,False,cvar
vanilla,vanilla,3,-0.0119819544876615,0.0002707643951997,-0.038073731213808,-0.0532134274641672,0.9528487229862476,0.5258069833119711,0.0132479649037122,0.0,0.0,0.0,0.0,51.0,0.0438073049734036,0.0,0.0,,True,True,True,0.0002156635746359,5.76116144657135e-05,7.843443502982515e-05,0.0,0.0021800572673479,0.0009764209389686,0.0009319397310415,0.0,-0.2671905697445973,-0.1001964636542238,-0.0962671905697445,0.0,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/SPY_full_paper_grid_800_asian_call_step_robust,,,,,cvar
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,3,-0.0120151673133174,0.0001503121322053,-0.0382748012741406,-0.0522225586076577,0.9194499017681728,0.60810653368632,0.016639328872164,0.0022920759659463,0.0,0.0022920759659463,0.0045841519318926,39.333333333333336,0.0435946744106609,0.0011505588428665,0.0026298487836949,,True,True,True,0.00018245074898,2.4398788809776303e-05,4.522160937388796e-05,-3.3212825655937195e-05,0.0031709261238574,0.0019672897954781,0.0019228085875511,0.0009908688565095,-0.2337917485265226,-0.0667976424361491,-0.0628683693516698,0.0333988212180746,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/SPY_full_paper_grid_800_asian_call_step_robust,spot_delta,100.0,False,False,cvar
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,3,-0.0120215993374586,0.0002884054658651,-0.0374795079231262,-0.0524160973727703,0.9554682383759004,0.4572885433832804,0.0109232837955156,0.0,0.0,0.0,0.0,6.333333333333333,0.0437626301854228,0.0,0.0,,True,True,True,0.0001760187248388,1.7966764668623028e-05,3.878958523273468e-05,-3.964484979709047e-05,0.0029773873587449,0.0017737510303656,0.0017292698224385,0.0007973300913969,-0.2698100851342502,-0.1028159790438767,-0.0988867059593974,-0.0026195153896528,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/SPY_full_paper_grid_800_asian_call_step_robust,spot_delta,25.0,True,False,cvar
spot_delta,baseline,3,-0.0120395661021272,0.000131296221659,-0.0387073881924152,-0.0541898484031359,0.8526522593320237,0.6168549855550131,0.0184921603649854,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0001580519601702,0.0,2.0822820564111652e-05,-5.76116144657135e-05,0.0012036363283793,0.0,-4.448120792706345e-05,-0.0009764209389686,-0.1669941060903734,0.0,0.0039292730844793,0.1001964636542238,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel/panel_sweeps/SPY_full_paper_grid_800_asian_call_step_robust,,,,,
