model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.013391577949126562,0.0017995249820599388,-0.05734345217545827,-0.08271943529446919,0.8271028037383177,1.0,0.04113502179582914,0.0015771028037383176,0.0,0.0015771028037383176,0.024143302180685357,468.6666666666667,0.05345748618927221,0.001995305164319249,0.032081377151799685,,True,True,True,0.0008015151446064302,0.0011290994783242532,0.0010265816623965893,0.0009031910449266434,0.0006828159093856812,-0.0006126612424850464,-0.00036616623401641846,-0.0007848044236501012,-0.3247663551401868,-0.052180685358255374,-0.0490654205607477,0.17056074766355156
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.013619817172487577,0.0017020953858636618,-0.056779524249335134,-0.08219670504331589,0.82398753894081,0.8781046470006307,0.03557109894851843,0.0006425233644859813,3.8940809968847354e-05,0.000603582554517134,0.014018691588785047,369.6666666666667,0.05392815801135742,0.0007042253521126761,0.02112676056338028,,True,True,True,0.0005732759212454148,0.0009008602549632379,0.000798342439035574,0.000674951821565628,0.0012055461605389867,-8.993099133174087e-05,0.00015656401713688706,-0.00026207417249679565,-0.32165109034267914,-0.0490654205607477,-0.04595015576324002,0.17367601246105924
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.013655254306892553,0.0016521256214999643,-0.055598311002055804,-0.08229142427444458,0.8987538940809969,0.9464739163716634,0.013632162163654963,0.0001557632398753894,0.0,0.0001557632398753894,0.004672897196261682,209.0,0.054187227755425,0.00019561815336463224,0.004694835680751174,,True,True,True,0.0005378387868404388,0.0008654231205582619,0.000762905304630598,0.000639514687160652,0.001110826929410294,-0.0001846502224604335,6.184478600819443e-05,-0.0003567934036254883,-0.39641744548286606,-0.12383177570093462,-0.12071651090342694,0.09890965732087231
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.013656446399788061,0.0014675089258311016,-0.05656585711985826,-0.08122860888640086,0.8169781931464174,0.8729812105496725,0.021667116787284613,0.0007204049844236759,0.0,0.0007204049844236759,0.003894080996884735,346.0,0.0544600704553827,0.0007433489827856025,0.007042253521126761,,True,True,True,0.000536646693944931,0.0008642310276627541,0.0007617132117350902,0.0006383225942651442,0.002173642317454011,0.0008781651655832834,0.0011246601740519113,0.0007060219844182286,-0.31464174454828653,-0.04205607476635509,-0.03894080996884741,0.18068535825545184
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,spot_delta,100.0,True,False,cvar,3,-0.013774595223367214,0.0016711477060229688,-0.055826315221687156,-0.08212492614984512,0.8535825545171339,0.9720401763916016,0.023939713835716248,0.0003699376947040498,3.8940809968847354e-05,0.0003309968847352025,0.006230529595015576,234.66666666666666,0.05432595389859433,0.0009194053208137716,0.009389671361502346,,True,True,True,0.000418497870365778,0.0007460822040836011,0.0006435643881559372,0.0005201737706859912,0.0012773250540097508,-1.8152097860976713e-05,0.00022834291060765122,-0.0001902952790260315,-0.35124610591900307,-0.07866043613707163,-0.07554517133956395,0.1440809968847353
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,spot_delta,25.0,True,False,cvar,3,-0.013829232193529606,0.0016383956292203984,-0.054982464822630084,-0.08136398096879323,0.8543613707165109,0.9828502734502157,0.03153384352723757,0.031639408099688474,0.031386292834890965,0.0002531152647975078,0.2172897196261682,207.33333333333334,0.054282911394916596,0.004381846635367762,0.08528951486697967,,True,True,True,0.00036386090020338636,0.0006914452339212094,0.0005889274179935455,0.00046553680052359957,0.0020382702350616455,0.000742793083190918,0.000989288091659546,0.0005706499020258632,-0.35202492211838,-0.07943925233644855,-0.07632398753894087,0.14330218068535838
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.013897767600913843,0.0013524811532520987,-0.055233165435493,-0.08174162109692891,0.8481308411214954,0.9644080797831217,0.04328257963061333,0.020677570093457942,0.02017133956386293,0.0005062305295950156,0.11059190031152648,232.33333333333334,0.054032688142064265,0.0009194053208137716,0.011737089201877935,,True,True,True,0.00029532549281914913,0.0006229098265369722,0.0005203920106093083,0.00039700139313936234,0.0016606301069259644,0.0003651529550552368,0.0006116479635238647,0.00019300977389018203,-0.3457943925233645,-0.07320872274143309,-0.07009345794392541,0.14953271028037385
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.014086886619528135,0.0014914963362062195,-0.057348087802529334,-0.08242939164241155,0.8504672897196262,1.0,0.03227874202032884,0.03925233644859813,0.0356113707165109,0.003640965732087227,0.2718068535825545,98.66666666666667,0.054489347687332136,0.0013497652582159625,0.02190923317683881,,True,True,True,0.00010620647420485699,0.00043379080792268,0.00033127299199501616,0.0002078823745250702,0.0009728595614433289,-0.0003226175904273987,-7.612258195877075e-05,-0.0004947607715924535,-0.3481308411214953,-0.07554517133956384,-0.07242990654205617,0.1471962616822431
unhedged,baseline,,,,,,3,-0.014193093093732992,0.0018154013168128604,-0.060161727666854854,-0.08340225120385487,0.5023364485981309,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,0.00032758433371782303,0.00022506651779015917,0.0001016759003202132,0.0,-0.0012954771518707275,-0.0010489821434020996,-0.0014676203330357823,0.0,0.27258566978193144,0.2757009345794391,0.4953271028037384
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.014272200254102549,0.001783124565247278,-0.05962463300675153,-0.0826715628306071,0.9789719626168224,0.2550313075383504,0.005791489830395828,0.0,0.0,0.0,0.0,274.6666666666667,0.055295122552100416,0.0,0.0,,True,True,True,-7.910716036955631e-05,0.0002484771733482667,0.00014595935742060286,2.256873995065689e-05,0.0007306883732477731,-0.0005647887786229544,-0.00031829377015432647,-0.0007369319597880092,-0.47663551401869153,-0.2040498442367601,-0.20093457943925241,0.018691588785046842
