model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.02161966636776924,0.0007009694890137508,-0.0646470233798027,-0.08397088944911957,0.8899803536345776,0.9085225860277811,0.023342712471882503,0.00014734774066797642,9.823182711198428e-05,4.911591355599214e-05,0.002619515389652914,93.0,0.07610612179909483,0.00014792899408284024,0.0019723865877712033,,True,True,True,0.0005451148996750525,0.00038706324994564056,0.00040788762271404266,6.0891732573509216e-05,0.006750956177711487,0.00623631477355957,0.006148050228754684,0.0019306764006614685,-0.18205631958087753,-0.03208906352324814,-0.03208906352324814,0.037982973149967236
vanilla,vanilla,,,,,cvar,3,-0.02168055810034275,0.0006516893518194194,-0.06490871161222458,-0.08590156584978104,0.9279633267845449,1.0,0.02503257617354393,0.19266535690897182,0.19266535690897182,0.0,1.0,309.0,0.076341922394717,0.0001643655489809336,0.0046022353714661405,,True,True,True,0.0004842231671015433,0.00032617151737213135,0.00034699589014053345,0.0,0.004820279777050018,0.004305638372898102,0.0042173738280932155,0.0,-0.22003929273084477,-0.07007203667321538,-0.07007203667321538,0.0
proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.02168236734966437,0.000766183036731073,-0.06434777031342188,-0.08541473249594371,0.8899803536345776,1.0,0.02374979853630066,0.046561886051080546,0.046561886051080546,0.0,0.3058284217419777,202.33333333333334,0.07617743545100411,0.0008547008547008547,0.011176857330703484,,True,True,True,0.0004824139177799225,0.0003243622680505105,0.0003451866408189126,-1.809249321620826e-06,0.005307113130887345,0.004792471726735428,0.004704207181930542,0.0004868333538373265,-0.18205631958087753,-0.03208906352324814,-0.03208906352324814,0.037982973149967236
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.02186575159430504,0.0008755096049816523,-0.06457196275393168,-0.0860500658551852,0.9083169613621479,0.9302672743797302,0.022354183718562126,0.0012933857236411264,0.0012933857236411264,0.0,0.015062213490504258,18.0,0.076342466966366,0.0006245890861275476,0.009861932938856016,,True,True,True,0.0002990296731392554,0.00014097802340984344,0.00016180239617824554,-0.0001851934939622879,0.004671779771645859,0.004157138367493943,0.004068873822689056,-0.00014850000540415909,-0.20039292730844782,-0.05042567125081843,-0.05042567125081843,0.01964636542239695
proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.02189512054125468,0.0007793058740002079,-0.06548232386509577,-0.08709968129793803,0.9030779305828421,0.9409109751383463,0.021170764230191708,0.002996070726915521,0.002996070726915521,0.0,0.03077930582842174,29.333333333333332,0.07650492710737666,0.0019559500328731098,0.023668639053254437,,True,True,True,0.00026966072618961334,0.00011160907646020138,0.00013243344922860348,-0.00021456244091192997,0.003622164328893021,0.0031075229247411046,0.0030192583799362183,-0.0011981154481569972,-0.19515389652914206,-0.04518664047151266,-0.04518664047151266,0.024885396201702714
proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.021904318903883297,0.0008624928590284624,-0.06551842788855235,-0.08704051872094472,0.8886705959397512,0.6683189074198405,0.01600390424331029,0.012704649639816634,0.012704649639816634,0.0,0.2691552062868369,78.33333333333333,0.07628004693356705,4.930966469428008e-05,0.0019723865877712033,,True,True,True,0.0002604623635609968,0.00010241071383158482,0.00012323508659998691,-0.00022376080354054653,0.003681326905886337,0.0031666855017344203,0.003078420956929534,-0.0011389528711636815,-0.1807465618860511,-0.0307793058284217,-0.0307793058284217,0.03929273084479368
proto_source=spot_delta_k=100_weighted=1_learnw=0,proto,spot_delta,100.0,True,False,cvar,3,-0.021966853489478428,0.0007010385815417818,-0.06561258062720299,-0.08701074620087941,0.914210870988867,0.7992766896883646,0.020356324811776478,0.00018009168303863786,0.00018009168303863786,0.0,0.0019646365422396855,28.333333333333332,0.07635819239059081,0.00013149243918474687,0.0013149243918474688,,True,True,True,0.00019792777796586586,3.9876128236453895e-05,6.0700501004855995e-05,-0.00028629538913567745,0.0037110994259516444,0.003196458021799728,0.0031081934769948416,-0.0011091803510983739,-0.20628683693516692,-0.05631958087753752,-0.05631958087753752,0.013752455795677854
proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.021988476316134136,0.0007824025143037077,-0.0663339873154958,-0.08753076195716858,0.9738048461034708,0.7425908446311951,0.01738575209553043,0.05478061558611657,0.05478061558611657,0.0,0.3392272429600524,153.0,0.07695605071229379,0.0002465483234714004,0.005259697567389875,,True,True,True,0.00017630495131015778,1.8253301580745812e-05,3.907767434914791e-05,-0.00030791821579138554,0.0031910836696624756,0.002676442265510559,0.0025881777207056728,-0.0016291961073875427,-0.26588081204977076,-0.11591355599214137,-0.11591355599214137,-0.045841519318925994
spot_delta,baseline,,,,,,3,-0.022006729617714882,0.000714493845092524,-0.06560862014691034,-0.09020720422267914,0.8578912901113295,0.6168549855550131,0.018492160364985466,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.00015805164972941196,0.0,2.08243727684021e-05,-0.00032617151737213135,0.0005146414041519165,0.0,-8.826454480488632e-05,-0.004305638372898102,-0.1499672560576294,0.0,0.0,0.07007203667321538
proto_source=spot_delta_k=25_weighted=1_learnw=0,proto,spot_delta,25.0,True,False,cvar,3,-0.022021011138955753,0.0009251452435583702,-0.06428878456354141,-0.08605165034532547,0.9083169613621479,0.9734247128168741,0.0288619181762139,8.185985592665356e-05,8.185985592665356e-05,0.0,0.001309757694826457,24.666666666666668,0.07625527822850352,0.00021367521367521368,0.0013149243918474688,,True,True,True,0.00014377012848854065,-1.4281521240871314e-05,6.542851527530785e-06,-0.00034045303861300266,0.004670195281505585,0.004155553877353668,0.004067289332548782,-0.0001500844955444336,-0.20039292730844782,-0.05042567125081843,-0.05042567125081843,0.01964636542239695
spot_delta_band,baseline,,,,,,3,-0.022027553990483284,0.0007178524322616202,-0.06587036103010177,-0.09011893967787425,0.8578912901113295,0.5935216546058655,0.014670984509090582,0.0,0.0,0.0,0.0,,,,,0.023333333333333334,True,True,True,0.00013722727696100986,-2.08243727684021e-05,0.0,-0.00034699589014053345,0.0006029059489568028,8.826454480488632e-05,0.0,-0.0042173738280932155,-0.1499672560576294,0.0,0.0,0.07007203667321538
proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.02209394859770934,0.0009540349533315403,-0.06572759871681531,-0.08784790833791097,0.9037328094302555,0.7613723079363505,0.019102041609585285,0.0,0.0,0.0,0.0,18.666666666666668,0.07650164868993063,0.0,0.0,,True,True,True,7.083266973495483e-05,-8.721897999445713e-05,-6.639460722605503e-05,-0.0004133904973665885,0.0028739372889200893,0.0023592958847681728,0.0022710313399632864,-0.001946342488129929,-0.1958087753765554,-0.045841519318925994,-0.045841519318925994,0.024230517354289383
