n_prototypes,top1_usage,top3_usage,top5_usage,entropy,effective_n_prototypes,action_norm_mean,action_norm_max
25,0.12740078759343712,0.3218823194074314,0.48563208693944515,2.8760121750622925,17.74337443662412,0.08508922904729843,0.1597893089056015
