model,split,seed,model_family,gains_mean,gains_std,gains_p01,gains_p05,gains_cvar05,gains_p50,gains_p95,shortfall_prob,payoff_mean,pnl_mean,cost_mean,action_abs_mean,action_abs_max,delta_abs_mean,delta_abs_max,pct_at_any_position_bound,pct_at_upper_position_bound,pct_at_lower_position_bound,pct_paths_touch_any_position_bound,selected_band,baseline_selection_metric,risk_measure,artifact_dir,selected_epoch,selected_score,selection_metric,selected_val_action_abs_mean,selected_val_delta_abs_mean,selected_val_pct_at_any_position_bound,selected_val_pct_paths_touch_any_position_bound,n_paths,n_steps,n_inst,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,proto_action_norm_mean,proto_action_norm_max
proto_source=vanilla_k=50_weighted=1_learnw=0,val,2345,proto,-0.032769788056612015,0.051173172891139984,-0.22355781093239785,-0.11299691125750541,-0.19446377456188202,-0.010160958860069513,0.0012732589966617522,0.8833333333333333,-0.032801005989313126,0.00038988428423181176,0.00035866518737748265,0.023838607594370842,0.13768813014030457,0.14162282645702362,0.8711822628974915,0.0,0.0,0.0,0.0,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_50_weighted_1_learnw_0,299.0,0.1310895881894976,val_loss,0.024844424799084663,0.25521060824394226,0.0,0.0,480.0,20.0,2.0,vanilla,50.0,True,False,0.06594392657279968,0.15971732139587402
proto_source=vanilla_k=50_weighted=1_learnw=0,test,2345,proto,-0.027109896764159203,0.04298388212919235,-0.19626103341579437,-0.11459711939096451,-0.16676360368728638,-0.004894723650068045,0.0016183957923203707,0.8503118503118503,-0.026808684691786766,5.538870027521625e-05,0.0003566034429240972,0.023890476673841476,0.134586364030838,0.1410389542579651,0.8853405714035034,0.0,0.0,0.0,0.0,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_50_weighted_1_learnw_0,299.0,0.1310895881894976,val_loss,0.024844424799084663,0.25521060824394226,0.0,0.0,481.0,20.0,2.0,vanilla,50.0,True,False,0.06594392657279968,0.15971732139587402
proto_source=vanilla_k=100_weighted=0_learnw=0,train,2345,proto,-0.029149184003472328,0.04395940527319908,-0.2040105840563774,-0.1117508940398693,-0.16881915926933289,-0.007114291423931718,-0.0005806213506730282,0.9982142857142857,-0.02905680052936077,0.00017313823627773672,0.00026552213239483535,0.02520555816590786,0.10556748509407043,0.2536868751049042,1.0,0.0005803571428571429,0.0005803571428571429,0.0,0.023214285714285715,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_100_weighted_0_learnw_0,39.0,0.1305642236676067,val_loss,0.024194596335291862,0.24340654909610748,0.0,0.0,2240.0,20.0,2.0,vanilla,100.0,False,False,0.06164242699742317,0.15253780782222748
proto_source=vanilla_k=100_weighted=0_learnw=0,val,2345,proto,-0.032591477036476135,0.04992235451936722,-0.22715552866458893,-0.11285365596413612,-0.19089627265930176,-0.009526422712951899,-0.0006482298689661565,1.0,-0.032801005989313126,0.0004755462286993861,0.00026601707213558257,0.025188613682985306,0.10491783916950226,0.25376254320144653,1.0,0.00046875,0.00046875,0.0,0.01875,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_100_weighted_0_learnw_0,39.0,0.1305642236676067,val_loss,0.024194596335291862,0.24340654909610748,0.0,0.0,480.0,20.0,2.0,vanilla,100.0,False,False,0.06164242699742317,0.15253780782222748
proto_source=vanilla_k=100_weighted=0_learnw=0,test,2345,proto,-0.02707190252840519,0.041856709867715836,-0.19050321877002716,-0.10830109566450119,-0.16395530104637146,-0.005265291780233383,-0.0005438165972009301,0.9958419958419958,-0.026808684691786766,2.4125010895659216e-06,0.0002656326105352491,0.02528124488890171,0.10553653538227081,0.25367942452430725,1.0,0.0006756756756756757,0.0006756756756756757,0.0,0.02702702702702703,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_100_weighted_0_learnw_0,39.0,0.1305642236676067,val_loss,0.024194596335291862,0.24340654909610748,0.0,0.0,481.0,20.0,2.0,vanilla,100.0,False,False,0.06164242699742317,0.15253780782222748
proto_source=vanilla_k=100_weighted=1_learnw=0,train,2345,proto,-0.02927887812256813,0.04506852105259895,-0.20913084611296653,-0.11512556821107864,-0.17219968140125275,-0.0073725758120417595,0.0011549780145287394,0.8977678571428571,-0.02905680052936077,0.0001334948610747233,0.00035557165392674506,0.02644146792590618,0.11786127090454102,0.1566581130027771,0.8797546625137329,0.0,0.0,0.0,0.0,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_100_weighted_1_learnw_0,6.0,0.13052514540962873,val_loss,0.02532363496720791,0.2235100120306015,0.0,0.0,2240.0,20.0,2.0,vanilla,100.0,True,False,0.08690186589956284,0.15112276375293732
proto_source=vanilla_k=100_weighted=1_learnw=0,val,2345,proto,-0.0328034944832325,0.05063817650079727,-0.22815089866518976,-0.11693882793188096,-0.1923382431268692,-0.010217487346380949,0.0014371256402228025,0.8916666666666667,-0.032801005989313126,0.00035330510581843555,0.00035579685936681926,0.026447398588061333,0.11825011670589447,0.15694859623908997,0.8783808350563049,0.0,0.0,0.0,0.0,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_100_weighted_1_learnw_0,6.0,0.13052514540962873,val_loss,0.02532363496720791,0.2235100120306015,0.0,0.0,480.0,20.0,2.0,vanilla,100.0,True,False,0.08690186589956284,0.15112276375293732
proto_source=vanilla_k=100_weighted=1_learnw=0,test,2345,proto,-0.027021374553442,0.04246585816144943,-0.19171339869499207,-0.1103534996509552,-0.16498546302318573,-0.005551454611122608,0.0014245942002162337,0.8898128898128899,-0.026808684691786766,0.00014318872126750648,0.0003558793105185032,0.026470553129911423,0.11771419644355774,0.1568601429462433,1.0,0.00010395010395010396,0.0,0.00010395010395010396,0.004158004158004158,,,cvar,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust/model_artifacts/seed_2345/risk_cvar/proto_source_vanilla_k_100_weighted_1_learnw_0,6.0,0.13052514540962873,val_loss,0.02532363496720791,0.2235100120306015,0.0,0.0,481.0,20.0,2.0,vanilla,100.0,True,False,0.08690186589956284,0.15112276375293732
unhedged,train,3456,baseline,-0.029871709644794464,0.04806192219257355,-0.2141544270515442,-0.11829043030738831,-0.1817425936460495,-0.003786742687225342,0.0,0.5267857142857143,-0.029871709644794464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
spot_delta,train,3456,baseline,-0.02974073216319084,0.04680437967181206,-0.21225549921393394,-0.11483719572424889,-0.17618434131145477,-0.010697456076741219,0.007627877150662243,0.7745535714285714,-0.029871709644794464,0.0003035044646821916,0.00017252670659217983,0.021542280912399292,0.5913040041923523,0.2571295499801636,0.5913040041923523,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
