reason,model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen
best_screened_mean,proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,1.6465935309727986,0.0393424389560199,0.1159689420213301,-0.0565444684276978,0.0276953511374876,1.0000000794728596,0.3678241868813832,0.3170994065281899,0.0913452027695351,0.2257542037586548,1.0,747.0,-0.7497988589297212,0.2970858134920635,0.9990079365079364,,True,True,True
best_screened_cvar05,proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,1.6382937828699748,0.0124557133993131,0.1360322758555412,-0.0293516907840967,0.0222551928783382,1.00000003973643,0.3783482710520426,0.3551063303659743,0.1047972304648862,0.250309099901088,1.0,527.3333333333334,-0.7453684917163281,0.3508928571428571,1.0,,True,True,True
