k,prototype_index,usage_mean,cum_usage_mean
1,3,0.8763473033905029,0.8763473033905029
2,2,0.02850494347512722,0.9048522468656301
3,9,0.02436278760433197,0.9292150344699621
4,7,0.01996096596121788,0.94917600043118
5,0,0.01964534819126129,0.9688213486224413
6,6,0.007848120294511318,0.9766694689169526
7,5,0.0074920752085745335,0.9841615441255271
8,1,0.0071848607622087,0.9913464048877358
9,4,0.00514790415763855,0.9964943090453744
10,8,0.0035074043553322554,1.0000017134007066
