selection,model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_vanilla
best_mean,spot_delta,baseline,,,,,,1,-0.011688705533742905,,-0.03757492238655687,-0.04233761131763458,1.0,0.9999780058860779,0.027842259034514427,0.002375233918428421,0.0,0.26300251856446266,0.01662270724773407,0.0,1.1717969626188278,-0.5,0.0,-0.375
best_cvar05,spot_delta,baseline,,,,,,1,-0.011688705533742905,,-0.03757492238655687,-0.04233761131763458,1.0,0.9999780058860779,0.027842259034514427,0.002375233918428421,0.0,0.26300251856446266,0.01662270724773407,0.0,1.1717969626188278,-0.5,0.0,-0.375
best_shortfall,unhedged,baseline,,,,,,1,-0.014063939452171326,,-0.05445892214775085,-0.05896031856536865,0.5,0.0,0.0,0.0,-0.002375233918428421,0.26062728464603424,0.0,-0.01662270724773407,1.1551742553710938,0.0,0.5,0.125
best_proto_mean,proto_source=zero_k=2_weighted=1_learnw=0,proto,zero,2.0,True,False,cvar,1,-0.03317077085375786,,-0.10933802388608456,-0.12518584728240967,0.5,1.2086633443832397,0.03442493453621864,-0.019106831401586533,-0.021482065320014954,0.2415204532444477,-0.06622552871704102,-0.08284823596477509,1.0889487266540527,0.0,0.5,0.125
best_proto_cvar05,proto_source=zero_k=2_weighted=1_learnw=0,proto,zero,2.0,True,False,cvar,1,-0.03317077085375786,,-0.10933802388608456,-0.12518584728240967,0.5,1.2086633443832397,0.03442493453621864,-0.019106831401586533,-0.021482065320014954,0.2415204532444477,-0.06622552871704102,-0.08284823596477509,1.0889487266540527,0.0,0.5,0.125
best_proto_shortfall,proto_source=zero_k=2_weighted=1_learnw=0,proto,zero,2.0,True,False,cvar,1,-0.03317077085375786,,-0.10933802388608456,-0.12518584728240967,0.5,1.2086633443832397,0.03442493453621864,-0.019106831401586533,-0.021482065320014954,0.2415204532444477,-0.06622552871704102,-0.08284823596477509,1.0889487266540527,0.0,0.5,0.125
