model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla,ticker,output_dir,paper_label,selection
unhedged,baseline,,,,,,1,-0.0121640870347619,,-0.0381807565689086,-0.0495443977415561,0.7013752455795678,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-3.765430301427841e-05,-4.176422953605652e-05,0.0018481370061635,0.0,0.0001877732574939,2.586469054222107e-05,-0.0036599859595298,0.0,0.168958742632613,0.1709233791748526,0.2927308447937131,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,Unhedged,unhedged
spot_delta,baseline,,,,,,1,-0.0121264327317476,,-0.0366051256656646,-0.0497321709990501,0.8703339882121808,0.6231619715690613,0.0185234118252992,0.0,0.0,0.0,0.0,,,,,,True,True,True,3.765430301427841e-05,0.0,-4.109926521778107e-06,0.0018857913091778,-0.0001877732574939,0.0,-0.0001619085669517,-0.0038477592170238,-0.168958742632613,0.0,0.0019646365422396,0.1237721021611001,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,Spot-Delta,spot_delta
spot_delta_band,baseline,,,,,,1,-0.0121223228052258,,-0.0360207743942737,-0.0495702624320983,0.8722986247544204,0.6031619906425476,0.0135191744193434,0.0,0.0,0.0,0.0,,,,,0.02,True,True,True,4.176422953605652e-05,4.109926521778107e-06,0.0,0.0018899012356996,-2.586469054222107e-05,0.0001619085669517,0.0,-0.003685850650072,-0.1709233791748526,-0.0019646365422396,0.0,0.1218074656188604,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,Spot-Delta Band,spot_delta_band
vanilla,vanilla,,,,,cvar,1,-0.0140122240409255,,-0.0352580785751342,-0.0458844117820262,0.9941060903732808,1.0,0.050000000745058,0.725,0.325,0.4,1.0,0.0,0.125043254289776,0.725,1.0,,False,True,False,-0.0018481370061635,-0.0018857913091778,-0.0018899012356996,0.0,0.0036599859595298,0.0038477592170238,0.003685850650072,0.0,-0.2927308447937131,-0.1237721021611001,-0.1218074656188604,0.0,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,Vanilla DH,vanilla
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,1,-0.0154367303475737,,-0.0437021948397159,-0.0565279982984066,0.93713163064833,1.0,0.050000000745058,0.3254420432220039,0.0,0.3254420432220039,1.0,0.0,0.0874007055301153,0.3251479289940828,1.0,,True,True,True,-0.0032726433128118,-0.0033102976158261,-0.0033144075423479,-0.0014245063066482,-0.0069836005568504,-0.0067958272993564,-0.0069577358663082,-0.0106435865163803,-0.2357563850687623,-0.0667976424361492,-0.0648330058939096,0.0569744597249508,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,ProtoHedge (Mean frontier),best_screened_proto_mean
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,1,-0.0154372490942478,,-0.0434228092432022,-0.056350152939558,0.93713163064833,1.0,0.050000000745058,0.349459724950884,0.0,0.349459724950884,1.0,0.0,0.0893662773091088,0.3450197238658777,1.0,,True,True,True,-0.0032731620594859,-0.0033108163625001,-0.0033149262890219,-0.0014250250533223,-0.0068057551980018,-0.0066179819405078,-0.0067798905074596,-0.0104657411575317,-0.2357563850687623,-0.0667976424361492,-0.0648330058939096,0.0569744597249508,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,ProtoHedge (Tail frontier),best_screened_proto_cvar05
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,1,-0.0154367303475737,,-0.0437021948397159,-0.0565279982984066,0.93713163064833,1.0,0.050000000745058,0.3254420432220039,0.0,0.3254420432220039,1.0,0.0,0.0874007055301153,0.3251479289940828,1.0,,True,True,True,-0.0032726433128118,-0.0033102976158261,-0.0033144075423479,-0.0014245063066482,-0.0069836005568504,-0.0067958272993564,-0.0069577358663082,-0.0106435865163803,-0.2357563850687623,-0.0667976424361492,-0.0648330058939096,0.0569744597249508,SPY,/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_asian_panel_smoke4/panel_sweeps/SPY_frontier_only_1_asian_call_step_robust,ProtoHedge (Shortfall frontier),best_screened_proto_shortfall
