model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla,ticker,paper_label
spot_delta_band,baseline,,,,,,3,-0.0236457691838343,0.0012147378533917,-0.0782489031553268,-0.1042828808228174,0.8128654970760234,0.656938632329305,0.0231841516991456,0.0,0.0,0.0,0.0,,,,,0.0333333333333333,True,True,True,0.0002846457064151,3.13532849152906e-05,0.0,0.0001187628755966,0.0029851272702217,0.0005390048027038,0.0,-0.0007907822728157,-0.1827485380116958,0.0029239766081871,0.0,0.1871345029239766,XLF,Spot-Delta Band
unhedged,baseline,,,,,,3,-0.0239304148902495,0.0011589337350663,-0.0785621404647827,-0.1072680080930392,0.6301169590643275,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-0.0002532924214998,-0.0002846457064151,-0.0001658828308184,0.0,-0.0024461224675178,-0.0029851272702217,-0.0037759095430374,0.0,0.185672514619883,0.1827485380116958,0.3698830409356725,XLF,Unhedged
vanilla,vanilla,,,,,cvar,3,-0.023764532059431,0.0010960420720163,-0.0758497392137845,-0.1034920985500017,1.0,0.7456197142601013,0.0187607078502575,0.0,0.0,0.0,0.0,186.0,0.0897592779016122,0.0,0.0,,True,True,True,0.0001658828308184,-8.740959068139278e-05,-0.0001187628755966,0.0,0.0037759095430374,0.0013297870755195,0.0007907822728157,0.0,-0.3698830409356725,-0.1842105263157895,-0.1871345029239766,0.0,XLF,Vanilla DH
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0283076241612434,0.0006392559027076,-0.0880424877007802,-0.1086323161919911,0.8683800623052959,0.9128878712654114,0.0470762600501378,5.8411214953271024e-05,5.8411214953271024e-05,0.0,0.0015576323987538,121.0,0.1039645674928923,3.912363067292645e-05,0.0007824726134585,,True,True,True,0.0001558152337868,-6.2230974435806274e-06,-1.592996219794071e-05,-0.000341385602951,0.0048485870162646,0.0006088217099507,0.0010817895332972,-0.0003207648793856,-0.2079439252336448,-0.027258566978193,-0.0311526479750777,0.1253894080996886,XLK,ProtoHedge (Mean frontier)
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0281059108674526,0.0005929087591739,-0.0879144047697385,-0.1080837522943814,0.8855140186915887,0.8172511458396912,0.0245116098473469,3.8940809968847354e-05,3.8940809968847354e-05,0.0,0.0007788161993769,127.33333333333331,0.1040783142624423,0.0,0.0,,True,True,True,0.0003575285275777,0.0001954901963472,0.0001857833315928,-0.0001396723091602,0.0053971509138743,0.0011573856075604,0.0016303534309069,0.000227799018224,-0.2250778816199377,-0.0443925233644859,-0.0482866043613706,0.1082554517133957,XLK,ProtoHedge (Tail frontier)
spot_delta,baseline,,,,,,3,-0.0283014010637998,0.0003991878429536,-0.0873260597387949,-0.1092411379019419,0.8411214953271028,0.6312080025672913,0.0247926302254199,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0001620383312304,0.0,-9.706864754360084e-06,-0.0003351625055074,0.0042397653063138,0.0,0.0004729678233464,-0.0009295865893363,-0.1806853582554517,0.0,-0.0038940809968847,0.1526479750778817,XLK,Spot-Delta
spot_delta_band,baseline,,,,,,3,-0.0282916941990454,0.0004162685495479,-0.0874347810943921,-0.1097141057252883,0.8372274143302181,0.597874661286672,0.0169031353046496,0.0,0.0,0.0,0.0,,,,,0.0333333333333333,True,True,True,0.0001717451959848,9.706864754360084e-06,0.0,-0.0003254556407531,0.0037667974829673,-0.0004729678233464,0.0,-0.0014025544126828,-0.176791277258567,0.0038940809968847,0.0,0.1565420560747664,XLK,Spot-Delta Band
unhedged,baseline,,,,,,3,-0.0284634393950303,0.0002582270598795,-0.0913065647085507,-0.1134809032082557,0.660436137071651,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,-0.0001620383312304,-0.0001717451959848,-0.0004972008367379,0.0,-0.0042397653063138,-0.0037667974829673,-0.0051693518956502,0.0,0.1806853582554517,0.176791277258567,0.3333333333333335,XLK,Unhedged
vanilla,vanilla,,,,,cvar,3,-0.0279662385582923,0.0002757929021194,-0.087208867073059,-0.1083115513126055,0.9937694704049844,0.937816083431244,0.0232763104140758,0.0173481308411214,0.0173481308411214,0.0,0.3333333333333333,269.6666666666667,0.1052971548411896,3.912363067292645e-05,0.001564945226917,,True,True,True,0.0004972008367379,0.0003351625055074,0.0003254556407531,0.0,0.0051693518956502,0.0009295865893363,0.0014025544126828,0.0,-0.3333333333333335,-0.1526479750778817,-0.1565420560747664,0.0,XLK,Vanilla DH
proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.018472625563542,0.001013431422427,-0.0588834409912427,-0.0859795709451039,0.9663536776212832,1.0,0.0137781695617983,0.0039123630672926,0.0037558685446009,0.0001564945226917,0.0884194053208137,58.333333333333336,0.0760105745299644,0.0001768867924528,0.0031446540880503,,True,True,True,-2.745042244593418e-05,-2.391574283441139e-05,-3.254475692908085e-05,-9.43504273891449e-05,0.001963364581267,-0.000816024839878,-0.0007731243968009,-0.0003276666005452,-0.3951486697965571,-0.1697965571205008,-0.1737089201877935,0.0133020344287949,XLV,ProtoHedge (Mean frontier)
proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0183319374918937,0.0009866639624767,-0.0575765892863273,-0.0833980267246564,0.8794992175273865,1.0,0.0372334839776158,0.1086658841940532,0.1082746478873239,0.0003912363067292,0.3356807511737089,208.0,0.0757442717682335,0.0025157232704402,0.0361635220125786,,True,True,True,0.0001132376492023,0.0001167723288138,0.0001081433147192,4.6337644259136085e-05,0.0045449088017145,0.0017655193805694,0.0018084198236465,0.0022538776199022,-0.3082942097026603,-0.0829420970266039,-0.0868544600938966,0.1001564945226918,XLV,ProtoHedge (Tail frontier)
spot_delta,baseline,,,,,,3,-0.0184487098207076,0.0011715618698616,-0.058061733841896,-0.0851635461052258,0.7965571205007825,0.60760897397995,0.0221494951595862,0.0,0.0,0.0,0.0,,,,,,True,True,True,-3.5346796115227896e-06,0.0,-8.629014094669457e-06,-7.04346845547335e-05,0.0027793894211451,0.0,4.29004430770874e-05,0.0004883582393328,-0.2253521126760563,0.0,-0.0039123630672927,0.1830985915492957,XLV,Spot-Delta
spot_delta_band,baseline,,,,,,3,-0.0184400808066129,0.0011945854762736,-0.0578471521536509,-0.0852064465483029,0.7926447574334898,0.5876089731852213,0.0172807946801185,0.0,0.0,0.0,0.0,,,,,0.02,True,True,True,5.0943344831466675e-06,8.629014094669457e-06,0.0,-6.180567046006405e-05,0.002736488978068,-4.29004430770874e-05,0.0,0.0004454577962557,-0.2214397496087636,0.0039123630672927,0.0,0.1870109546165884,XLV,Spot-Delta Band
unhedged,baseline,,,,,,3,-0.0184451751410961,0.0009393993087929,-0.0599502225716908,-0.087942935526371,0.5712050078247262,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,True,True,True,0.0,3.5346796115227896e-06,-5.0943344831466675e-06,-6.690000494321072e-05,0.0,-0.0027793894211451,-0.002736488978068,-0.0022910311818122,0.0,0.2253521126760563,0.2214397496087636,0.4084507042253521,XLV,Unhedged
vanilla,vanilla,,,,,cvar,3,-0.0183782751361529,0.0009770068756643,-0.0585008636116981,-0.0856519043445587,0.9796557120500784,0.5410157938798269,0.0134517334712048,0.032433489827856,0.032433489827856,0.0,0.3333333333333333,279.6666666666667,0.0762582150287047,5.896226415094339e-05,0.0023584905660377,,True,True,True,6.690000494321072e-05,7.04346845547335e-05,6.180567046006405e-05,0.0,0.0022910311818122,-0.0004883582393328,-0.0004454577962557,0.0,-0.4084507042253521,-0.1830985915492957,-0.1870109546165884,0.0,XLV,Vanilla DH
