regime_type,regime,series,n,mean,p05,cvar05,shortfall_prob
return_regime,down,unhedged_gains,225,0.0,0.0,0.0,0.0
return_regime,down,spot_delta_gains,225,-0.002247418003777663,-0.02335561066865921,-0.03840051218867302,0.5511111111111111
return_regime,down,vanilla_gains,225,1.5582972790549199,0.08994461894035341,-0.00377917584652702,0.03111111111111111
return_regime,down,proto_mean_gains,225,1.5320812930187417,0.02645485997200013,-0.10283939536505689,0.04
return_regime,down,proto_tail_gains,225,1.5263140471631453,0.08960590511560441,-0.0548451638702924,0.03111111111111111
return_regime,middle,unhedged_gains,224,-0.012543787381478719,-0.0250718355178833,-0.025405466556549072,0.9419642857142857
return_regime,middle,spot_delta_gains,224,-0.012694318891915048,-0.030144020169973373,-0.03766827968259653,0.8794642857142857
return_regime,middle,vanilla_gains,224,1.7836648881618333,0.15091633200645446,-0.08347356334949534,0.03125
return_regime,middle,proto_mean_gains,224,1.7732072026285874,0.0803520455956459,-0.08550228411331773,0.03125
return_regime,middle,proto_tail_gains,224,1.8239205229661561,0.1482703983783722,0.012823064190646013,0.017857142857142856
return_regime,up,unhedged_gains,225,-0.048013892173767087,-0.08859310150146484,-0.12272303303082784,1.0
return_regime,up,spot_delta_gains,225,-0.0441205181967881,-0.08171040862798691,-0.10634510902067025,0.9955555555555555
return_regime,up,vanilla_gains,225,1.5751322290115057,-0.00254642702639101,-0.22256833505040655,0.05333333333333334
return_regime,up,proto_mean_gains,225,1.5590715822908614,0.0007911894470453498,-0.14950002419451872,0.05333333333333334
return_regime,up,proto_tail_gains,225,1.5626898156685962,0.02472251728177073,-0.0998719553463161,0.044444444444444446
vol_regime,low_vol,unhedged_gains,225,-0.02353753089904785,-0.06917104721069335,-0.07825194795926411,0.7733333333333333
vol_regime,low_vol,spot_delta_gains,225,-0.022742542679447475,-0.06647439897060393,-0.07573062678178151,0.8666666666666667
vol_regime,low_vol,vanilla_gains,225,1.214045933040066,-0.03043252788484094,-0.16003426412741342,0.06666666666666667
vol_regime,low_vol,proto_mean_gains,225,1.222481576850017,-0.01930407304316757,-0.09606557137643297,0.057777777777777775
vol_regime,low_vol,proto_tail_gains,225,1.26956731285279,0.02770262509584431,-0.07487434044014663,0.04
vol_regime,mid_vol,unhedged_gains,224,-0.01568885307226862,-0.05270804762840271,-0.06688552101453145,0.5669642857142857
vol_regime,mid_vol,spot_delta_gains,224,-0.015244806900032668,-0.050710346549749374,-0.061839226012428604,0.75
vol_regime,mid_vol,vanilla_gains,224,1.699894562692082,0.1564509689807892,0.0045665402431041,0.022321428571428572
vol_regime,mid_vol,proto_mean_gains,224,1.6733460994582856,0.04468365069478751,-0.07166469504591078,0.04017857142857143
vol_regime,mid_vol,proto_tail_gains,224,1.695054571651521,0.12775461524724963,0.002452869744350513,0.026785714285714284
vol_regime,high_vol,unhedged_gains,225,-0.021345273653666178,-0.07698004245758057,-0.11791073282559712,0.6
vol_regime,high_vol,spot_delta_gains,225,-0.02108624101525897,-0.07810941189527512,-0.10557954385876656,0.8088888888888889
vol_regime,high_vol,vanilla_gains,225,2.002781587938468,0.20049554109573367,-0.10698069942494233,0.02666666666666667
vol_regime,high_vol,proto_mean_gains,225,1.9680885745046868,0.12786411345005042,-0.13658629676016668,0.02666666666666667
vol_regime,high_vol,proto_tail_gains,225,1.9477297637321882,0.1873316287994385,-0.06290724229378004,0.02666666666666667
drawdown_regime,mild_dd,unhedged_gains,225,-0.00898551517062717,-0.05031652450561523,-0.08453328410784404,0.28888888888888886
drawdown_regime,mild_dd,spot_delta_gains,225,-0.010129028274807043,-0.055233240872621533,-0.074974968098104,0.6266666666666667
drawdown_regime,mild_dd,vanilla_gains,225,1.493791065402329,0.0014722339808941488,-0.18050358591911694,0.05333333333333334
drawdown_regime,mild_dd,proto_mean_gains,225,1.482817688462221,0.02003168165683748,-0.1896204601895685,0.044444444444444446
drawdown_regime,mild_dd,proto_tail_gains,225,1.4869069806610544,0.024117388576269175,-0.14009088332143924,0.04888888888888889
drawdown_regime,mid_dd,unhedged_gains,224,-0.020642189575093135,-0.06429194211959839,-0.09586445490519206,0.7053571428571429
drawdown_regime,mid_dd,spot_delta_gains,224,-0.019532542960340443,-0.06228018142282963,-0.09291491595407327,0.8214285714285714
drawdown_regime,mid_dd,vanilla_gains,224,1.701392737865847,0.19335314109921456,-0.033473265978197254,0.022321428571428572
drawdown_regime,mid_dd,proto_mean_gains,224,1.664715628646913,0.027353676408529287,-0.10944675607606769,0.03571428571428571
drawdown_regime,mid_dd,proto_tail_gains,224,1.690659265900779,0.10096892639994622,-0.044415427333054446,0.022321428571428572
drawdown_regime,deep_dd,unhedged_gains,225,-0.030965967708163792,-0.0732569694519043,-0.08583291371663411,0.9466666666666667
drawdown_regime,deep_dd,spot_delta_gains,225,-0.029431075964304103,-0.07003950029611587,-0.07957929869492848,0.9777777777777777
drawdown_regime,deep_dd,vanilla_gains,225,1.7215449389587674,0.051942221820354476,-0.07895188076266398,0.04
drawdown_regime,deep_dd,proto_mean_gains,225,1.716344576055805,0.040661513805389446,-0.04920658081149062,0.044444444444444446
drawdown_regime,deep_dd,proto_tail_gains,225,1.7347658669824402,0.1798737108707428,0.05342698943180343,0.022222222222222223
