prototype_index,usage_mean,top1_frequency,delta_0,delta_1,price_0,price_1,time_left,proto_action_0,proto_action_1
3,0.8751206398010254,1.0,0.0,0.0,1.0,0.3611942231655121,0.3999999761581421,-0.07543599605560303,-0.12087774276733398
6,0.08512084931135178,0.0,0.9754409790039062,0.0,0.7972514629364014,0.20158953964710236,0.11999999731779099,-0.09439849853515625,-0.1422128677368164
9,0.015179040841758251,0.0,0.9959869980812073,0.0,0.9156237244606018,0.7471264600753784,0.2800000011920929,-0.05433082580566406,-0.05906081199645996
1,0.008329708129167557,0.0,0.997409999370575,0.0,0.9423970580101013,0.6590883135795593,0.1599999964237213,-0.06269848346710205,-0.08651125431060791
8,0.004846111871302128,0.0,0.9998379945755005,0.0,0.9990770816802979,0.7806140184402466,0.19999998807907104,-0.11773419380187988,-0.10804283618927002
2,0.0034262645058333874,0.0,0.9978650212287903,0.0,1.008568286895752,0.28859570622444153,0.06000000238418579,-0.04102754592895508,-0.09152913093566895
4,0.002362774685025215,0.0,0.9985790252685547,0.0,1.0822515487670898,0.8934900164604187,0.03999999165534973,-0.09582960605621338,-0.13059735298156738
5,0.0022765344474464655,0.0,0.9986289739608765,0.0,1.0132430791854858,0.5040510892868042,0.2199999988079071,-0.13718152046203613,-0.0871891975402832
0,0.0019550479482859373,0.0,0.9988549947738647,0.0,0.999921441078186,0.29374459385871887,0.29999998211860657,-0.054946184158325195,-0.08306610584259033
7,0.0013832829426974058,0.0,0.9944970011711121,0.0,1.1788609027862549,0.4797244369983673,0.06000000238418579,-0.1412874460220337,-0.042198777198791504
