comparison,lhs,rhs,n_paths,mean_gap,median_gap,p05_gap,win_rate,tie_rate,lhs_mean,rhs_mean,lhs_cvar05,rhs_cvar05,lhs_shortfall,rhs_shortfall,cvar05_gap,shortfall_gap,seed
proto_mean_minus_vanilla,proto_mean,vanilla,15,0.04130437225103378,0.010289687663316727,-0.07471220642328262,0.7333333333333333,0.0,-0.024725735187530518,-0.0660301074385643,-0.09523316472768784,-0.3325973153114319,0.7333333333333333,0.5333333333333333,0.23736415058374405,-0.19999999999999996,1234
proto_mean_minus_spot_delta_band,proto_mean,spot_delta_band,15,-0.01065957173705101,-0.020519938319921494,-0.05726338103413582,0.3333333333333333,0.0,-0.024725735187530518,-0.014066164381802082,-0.09523316472768784,-0.05263896659016609,0.7333333333333333,0.7333333333333333,-0.042594198137521744,0.0,1234
