n_prototypes,top1_usage,top3_usage,top5_usage,entropy,effective_n_prototypes,action_norm_mean,action_norm_max
25,0.2633892355423712,0.5656412977198193,0.7282102499790784,2.3620606330283493,10.612798017945112,0.07597079873085022,0.13997232913970947
