model,split,seed,model_family,gains_mean,gains_std,gains_p01,gains_p05,gains_cvar05,gains_p50,gains_p95,shortfall_prob,payoff_mean,pnl_mean,cost_mean,action_abs_mean,action_abs_max,delta_abs_mean,delta_abs_max,pct_at_any_position_bound,pct_at_upper_position_bound,pct_at_lower_position_bound,pct_paths_touch_any_position_bound,risk_measure,n_paths,n_steps,n_inst,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,proto_action_norm_mean,proto_action_norm_max
proto_source=vanilla_k=25_weighted=0_learnw=0,test,1234,proto,4.362687110900879,3.7923526763916016,-0.9646822810173035,-0.07823819667100906,-0.7080019116401672,3.664205551147461,11.730475425720215,0.06676557863501484,-0.020197231322526932,4.39971923828125,0.01683432050049305,0.9685620069503784,4.0,1.504421353340149,2.000000238418579,0.4462166172106825,0.270066765578635,0.17614985163204747,1.0,cvar,674.0,20.0,2.0,vanilla,25.0,False,False,2.7990427017211914,4.861710548400879
proto_source=vanilla_k=50_weighted=1_learnw=0,train,1234,proto,4.490220546722412,3.6163747310638428,-0.6777217984199524,0.010940429754555225,-0.4631807506084442,3.758342742919922,11.533140182495117,0.04906021025804396,-0.021356062963604927,4.527488708496094,0.015911879017949104,0.8791237473487854,4.0,1.2611544132232666,2.000000238418579,0.4102819369225868,0.2492035680152915,0.16107836890729532,1.0,cvar,3139.0,20.0,2.0,vanilla,50.0,True,False,2.8355629444122314,5.0023980140686035
proto_source=vanilla_k=50_weighted=1_learnw=0,val,1234,proto,4.515496253967285,3.5601885318756104,-0.6040701866149902,0.05266866832971573,-0.3646668493747711,3.9205541610717773,11.741425514221191,0.044642857142857144,-0.021169060841202736,4.552669048309326,0.016004033386707306,0.8869557976722717,4.0,1.2622628211975098,2.000000238418579,0.40784970238095236,0.2524925595238095,0.15535714285714286,1.0,cvar,672.0,20.0,2.0,vanilla,50.0,True,False,2.8355629444122314,5.0023980140686035
proto_source=vanilla_k=50_weighted=1_learnw=0,test,1234,proto,4.315079212188721,3.658214569091797,-0.8274402618408203,-0.004183309152722359,-0.5265520215034485,3.4608659744262695,11.86844253540039,0.05341246290801187,-0.020197231322526932,4.350927829742432,0.015651321038603783,0.8641970753669739,4.0,1.268140435218811,2.000000238418579,0.41335311572700295,0.2511498516320475,0.1622032640949555,1.0,cvar,674.0,20.0,2.0,vanilla,50.0,True,False,2.8355629444122314,5.0023980140686035
proto_source=vanilla_k=50_weighted=0_learnw=0,train,1234,proto,4.831014633178711,3.8183748722076416,-0.5786986947059631,0.09408263862133026,-0.3531486988067627,4.038688659667969,12.029680252075195,0.04523733673144314,-0.021356062963604927,4.868987560272217,0.016616852954030037,0.8980231285095215,4.0,1.0955297946929932,2.000000238418579,0.4433418286078369,0.23767919719655942,0.20566263141127747,1.0,cvar,3139.0,20.0,2.0,vanilla,50.0,False,False,2.0295934677124023,4.811239242553711
proto_source=vanilla_k=50_weighted=0_learnw=0,val,1234,proto,4.859374046325684,3.7770438194274902,-0.39488908648490906,0.0937597006559372,-0.2546430826187134,4.24373722076416,12.148591995239258,0.047619047619047616,-0.021169060841202736,4.897196292877197,0.016652947291731834,0.9025658965110779,4.0,1.0898232460021973,2.000000238418579,0.4414806547619048,0.24226190476190476,0.19921875,1.0,cvar,672.0,20.0,2.0,vanilla,50.0,False,False,2.0295934677124023,4.811239242553711
proto_source=vanilla_k=50_weighted=0_learnw=0,test,1234,proto,4.576726913452148,3.8255934715270996,-0.8205668926239014,-0.13658884167671204,-0.5608640313148499,3.8468666076660156,11.842278480529785,0.06824925816023739,-0.020197231322526932,4.613243103027344,0.01631879061460495,0.8817034363746643,4.0,1.0950109958648682,2.000000238418579,0.4451780415430267,0.23957715133531157,0.20560089020771513,1.0,cvar,674.0,20.0,2.0,vanilla,50.0,False,False,2.0295934677124023,4.811239242553711
proto_source=vanilla_k=100_weighted=1_learnw=0,train,1234,proto,4.693888187408447,3.544442892074585,-0.813353955745697,0.21647396683692932,-0.43003037571907043,4.04296350479126,11.535074234008789,0.03663587129659127,-0.021356062963604927,4.732365608215332,0.017121192067861557,0.964186429977417,4.0,1.1435917615890503,2.000000238418579,0.42730168843580757,0.2155144950621217,0.2117871933736859,1.0,cvar,3139.0,20.0,2.0,vanilla,100.0,True,False,2.015836000442505,5.008660793304443
proto_source=vanilla_k=100_weighted=1_learnw=0,val,1234,proto,4.706960678100586,3.556750535964966,-0.8010215759277344,0.36878758668899536,-0.2773216962814331,4.026362895965576,11.254511833190918,0.028273809523809524,-0.021169060841202736,4.74539852142334,0.017268316820263863,0.9736308455467224,4.0,1.1447985172271729,2.000000238418579,0.4257068452380952,0.21945684523809525,0.20625,1.0,cvar,672.0,20.0,2.0,vanilla,100.0,True,False,2.015836000442505,5.008660793304443
proto_source=vanilla_k=100_weighted=1_learnw=0,test,1234,proto,4.398403167724609,3.4855761528015137,-0.9770544767379761,0.03591052442789078,-0.558434009552002,3.81137752532959,11.378186225891113,0.04747774480712166,-0.020197231322526932,4.435364246368408,0.01676398143172264,0.9443705677986145,4.0,1.1443992853164673,2.000000238418579,0.4258160237388724,0.2168026706231454,0.209013353115727,1.0,cvar,674.0,20.0,2.0,vanilla,100.0,True,False,2.015836000442505,5.008660793304443
proto_source=vanilla_k=100_weighted=0_learnw=0,train,1234,proto,4.369423866271973,3.1102659702301025,-0.5591055154800415,0.24816201627254486,-0.24297857284545898,3.8593909740448,10.33458423614502,0.029945842625039822,-0.021356062963604927,4.4058837890625,0.015103940851986408,0.8403650522232056,4.0,1.0394397974014282,2.000000238418579,0.3187400446001911,0.17634597005415736,0.14239407454603376,1.0,cvar,3139.0,20.0,2.0,vanilla,100.0,False,False,1.9534226655960083,4.778732776641846
proto_source=vanilla_k=100_weighted=0_learnw=0,val,1234,proto,4.4162092208862305,3.0137343406677246,-0.10725650191307068,0.4522157609462738,0.029327021911740303,3.970078706741333,10.071985244750977,0.017857142857142856,-0.021169060841202736,4.452639579772949,0.015261262655258179,0.8519678115844727,4.0,1.0372017621994019,2.000000238418579,0.3132440476190476,0.17819940476190477,0.13504464285714285,1.0,cvar,672.0,20.0,2.0,vanilla,100.0,False,False,1.9534226655960083,4.778732776641846
