comparison,lhs,rhs,n_seeds,mean_gap_avg,mean_gap_std,median_gap_avg,win_rate_avg,cvar05_gap_avg,cvar05_gap_std,shortfall_gap_avg
proto_mean_minus_spot_delta_band,proto_mean,spot_delta_band,3,1.6674914360046387,0.04007455928953712,1.4353948434193928,0.97675568743818,0.033844527478019394,0.06517551454224291,0.7908011869436201
proto_tail_minus_spot_delta_band,proto_tail,spot_delta_band,3,1.6591917673746746,0.012732195752157378,1.391926646232605,0.9807121661721068,0.0610373051216205,0.035692748468880355,0.7962413452027696
proto_mean_minus_vanilla,proto_mean,vanilla,3,-0.013287514680996537,0.009857511506575104,-0.0033279042690992355,0.4940652818991098,-0.01164111084168932,0.02043580954702547,-0.0004945598417408504
proto_tail_minus_vanilla,proto_tail,vanilla,3,-0.021587181409510475,0.020661374146069087,-0.0020309587319691977,0.4935707220573689,0.015551666801911779,0.04585804418854331,0.004945598417408507
