analysis_label,paper_label,regime_type,regime,series,n_seeds,mean_avg,mean_std,p05_avg,p05_std,cvar05_avg,cvar05_std,shortfall_prob_avg,shortfall_prob_std
proto_tail,ProtoHedge (Tail frontier),return_regime,up,proto_tail_gains,3,1.7103904498810019,0.1354723005003838,0.12477553114295008,0.09314476648970046,-0.03163895461087426,0.0839688406555987,0.02666666666666667,0.01602467233539551
spot_delta,Spot-Delta,return_regime,up,spot_delta_gains,3,-0.0462901915965119,0.0019081843480439297,-0.08884511440992356,0.00666521587341663,-0.11858440480298467,0.01062061284215871,0.9955555555555556,0.004444444444444404
spot_delta_band,Spot-Delta Band,return_regime,up,spot_delta_band_gains,3,-0.046335866991430524,0.001959414223496337,-0.08885534852743149,0.007136726411161008,-0.11852451745006774,0.010535051972628096,0.9955555555555556,0.004444444444444404
unhedged,Unhedged,return_regime,up,unhedged_gains,3,-0.04985523947963008,0.001608742300105843,-0.0907365878423055,0.0057276590430707765,-0.12825033730930752,0.004996758087127332,1.0,0.0
vanilla,Vanilla DH,return_regime,up,vanilla_gains,3,1.7455991969804314,0.1490520626851696,0.08582277732590836,0.08153939953459453,-0.08898159443439606,0.11926186580510244,0.035555555555555556,0.015396007178390021
proto_mean,ProtoHedge (Mean frontier),vol_regime,high_vol,proto_mean_gains,3,1.9090606520055895,0.06526425970724849,0.1443680346012116,0.024664424123649213,-0.08388167716717969,0.04623420278811075,0.025185185185185185,0.002566001196398337
proto_tail,ProtoHedge (Tail frontier),vol_regime,high_vol,proto_tail_gains,3,1.888763055184649,0.05351112106498558,0.1506402224302292,0.03292582686158494,-0.07198748652202387,0.05621651578521101,0.023703703703703703,0.009251848886516143
spot_delta,Spot-Delta,vol_regime,high_vol,spot_delta_gains,3,-0.022079520009746948,0.0008800296473668021,-0.07875206172466277,0.0005620597194537884,-0.1140733603388071,0.007768348655006869,0.8118518518518519,0.013578002059128388
spot_delta_band,Spot-Delta Band,vol_regime,high_vol,spot_delta_band_gains,3,-0.02200483154123908,0.0008324756578604704,-0.07875370134909948,0.000609390070329614,-0.11421531894140774,0.007882914323480799,0.8103703703703703,0.010264004785593358
unhedged,Unhedged,vol_regime,high_vol,unhedged_gains,3,-0.021859997819971156,0.0008099654650850504,-0.07753130594889322,0.002011934300715678,-0.12126677566104464,0.00520694227974144,0.5925925925925926,0.009251848886516166
vanilla,Vanilla DH,vol_regime,high_vol,vanilla_gains,3,1.9483383366465568,0.05332846506889696,0.20603120625019078,0.02427555351493867,-0.03765193517837259,0.07017246904055174,0.022222222222222223,0.011758894715842625
proto_mean,ProtoHedge (Mean frontier),vol_regime,low_vol,proto_mean_gains,3,1.3218737161525145,0.09336211088109839,0.09508708510547881,0.09921392692067162,-0.02778353851236817,0.06279884381739968,0.02666666666666667,0.027034500134658752
proto_tail,ProtoHedge (Tail frontier),vol_regime,low_vol,proto_tail_gains,3,1.324335828466962,0.05655649046134375,0.13403439472119016,0.10368939729347046,0.015480218649220966,0.07874973856095724,0.023703703703703703,0.014286890016285858
spot_delta,Spot-Delta,vol_regime,low_vol,spot_delta_gains,3,-0.022596879259001945,0.0004947972605434878,-0.06255494107802709,0.003844917879643638,-0.07538553130709462,0.0018224322760409287,0.8622222222222223,0.011758894715842585
spot_delta_band,Spot-Delta Band,vol_regime,low_vol,spot_delta_band_gains,3,-0.02258393472749352,0.0005012547546880762,-0.06234251633286476,0.0038298094445901494,-0.07529280314015017,0.0017363943599997855,0.8651851851851852,0.014286890016285825
unhedged,Unhedged,vol_regime,low_vol,unhedged_gains,3,-0.023074072555259423,0.0007329224121119623,-0.06521079540252685,0.0035698500581829696,-0.07702255911297268,0.0011059996002712057,0.7555555555555555,0.01777777777777778
vanilla,Vanilla DH,vol_regime,low_vol,vanilla_gains,3,1.285813836254076,0.07860984880825672,0.04936562565465769,0.08554466826538858,-0.0744181743713044,0.08345394958904215,0.04296296296296296,0.02236987980820963
proto_mean,ProtoHedge (Mean frontier),vol_regime,mid_vol,proto_mean_gains,3,1.7091238755314233,0.03750543763800733,0.22182654210676753,0.1558662008436409,0.0013160903472453356,0.06464240305290749,0.03125,0.00892857142857143
proto_tail,ProtoHedge (Tail frontier),vol_regime,mid_vol,proto_tail_gains,3,1.702065880079837,0.023321793423243874,0.157513964176178,0.03699270973056908,0.00989300927095529,0.01737650663232648,0.019345238095238092,0.0068193090698747605
spot_delta,Spot-Delta,vol_regime,mid_vol,spot_delta_gains,3,-0.01810032619210861,0.0026009512670831848,-0.0553583179290096,0.004240961993676879,-0.07192162869291173,0.009330504964151939,0.78125,0.03654175344585913
spot_delta_band,Spot-Delta Band,vol_regime,mid_vol,spot_delta_band_gains,3,-0.01809250434622473,0.0026084340789817185,-0.05509351212531328,0.00406122845661491,-0.07168067401895921,0.009226486388610755,0.7797619047619048,0.033506935265469315
unhedged,Unhedged,vol_regime,mid_vol,unhedged_gains,3,-0.01874169458945592,0.0028179099585816593,-0.06136562824249268,0.008324028792659735,-0.07766146461168925,0.013186167390158987,0.6056547619047619,0.0360843918243516
vanilla,Vanilla DH,vol_regime,mid_vol,vanilla_gains,3,1.745872889379652,0.03990503487169504,0.2619600335756938,0.10336279007261891,0.07884868359219076,0.06436825834279701,0.01636904761904762,0.0068193090698747605
