PERMNO,date,PRC
33910,1978-02-10,-0.50000
33910,1978-02-13,-0.50000
33910,1978-02-14,-0.50000
33910,1978-02-15,-0.50000
33910,1978-02-16,-0.56250
33910,1978-02-17,-0.62500
33910,1978-02-21,-0.62500
33910,1978-02-22,-0.75000
33910,1978-02-23,-0.75000
33910,1978-02-24,-0.75000
33910,1978-02-27,-0.68750
33910,1978-02-28,-0.62500
33910,1978-03-01,-0.62500
33910,1978-03-02,-0.62500
33910,1978-03-03,-0.68750
33910,1978-03-06,-0.68750
33910,1978-03-07,-0.68750
33910,1978-03-08,-0.68750
33910,1978-03-09,-0.68750
33910,1978-03-10,-0.68750
33910,1978-03-13,-0.68750
33910,1978-03-14,-0.68750
33910,1978-03-15,-0.68750
33910,1978-03-16,-0.75000
33910,1978-03-17,-0.75000
33910,1978-03-20,-0.75000
33910,1978-03-21,-0.75000
33910,1978-03-22,-0.75000
33910,1978-03-23,-0.75000
33910,1978-03-27,-0.75000
33910,1978-03-28,-0.75000
33910,1978-03-29,-0.75000
33910,1978-03-30,-0.75000
33910,1978-03-31,-0.75000
33910,1978-04-03,-0.75000
33910,1978-04-04,-0.68750
33910,1978-04-05,-0.68750
33910,1978-04-06,-0.68750
33910,1978-04-07,-0.62500
33910,1978-04-10,-0.62500
33910,1978-04-11,-0.62500
33910,1978-04-12,-0.62500
33910,1978-04-13,-0.62500
33910,1978-04-14,-0.62500
33910,1978-04-17,-0.62500
33910,1978-04-18,-0.62500
33910,1978-04-19,-0.62500
33910,1978-04-20,-0.62500
33910,1978-04-21,-0.62500
33910,1978-04-24,-0.62500
33910,1978-04-25,-0.62500
33910,1978-04-26,-0.62500
33910,1978-04-27,-0.62500
33910,1978-04-28,-0.56250
33910,1978-05-01,-0.56250
33910,1978-05-02,-0.62500
33910,1978-05-03,-0.56250
33910,1978-05-04,-0.56250
33910,1978-05-05,-0.56250
33910,1978-05-08,-0.56250
33910,1978-05-09,-0.50000
33910,1978-05-10,-0.50000
33910,1978-05-11,-0.50000
33910,1978-05-12,-0.50000
33910,1978-05-15,-0.50000
33910,1978-05-16,-0.50000
33910,1978-05-17,-0.50000
33910,1978-05-18,-0.50000
33910,1978-05-19,-0.50000
33910,1978-05-22,-0.50000
33910,1978-05-23,-0.50000
33910,1978-05-24,-0.50000
33910,1978-05-25,-0.50000
33910,1978-05-26,-0.50000
33910,1978-05-30,-0.50000
33910,1978-05-31,-0.50000
33910,1978-06-01,-0.50000
33910,1978-06-02,-0.50000
33910,1978-06-05,-0.50000
33910,1978-06-06,-0.62500
33910,1978-06-07,-0.75000
33910,1978-06-08,-0.93750
33910,1978-06-09,-1.00000
33910,1978-06-12,-1.00000
33910,1978-06-13,-0.93750
33910,1978-06-14,-0.87500
33910,1978-06-15,-0.93750
33910,1978-06-16,-0.93750
33910,1978-06-19,-0.87500
33910,1978-06-20,-0.81250
33910,1978-06-21,-0.81250
33910,1978-06-22,-0.81250
33910,1978-06-23,-0.81250
33910,1978-06-26,-0.81250
33910,1978-06-27,-0.87500
33910,1978-06-28,-0.87500
33910,1978-06-29,-1.12500
33910,1978-06-30,-1.18750
33910,1978-07-03,-1.18750
33910,1978-07-05,-1.06250
33910,1978-07-06,-1.06250
33910,1978-07-07,-1.06250
33910,1978-07-10,-1.12500
33910,1978-07-11,-1.12500
33910,1978-07-12,-1.12500
33910,1978-07-13,-1.06250
33910,1978-07-14,-1.06250
33910,1978-07-17,-1.12500
33910,1978-07-18,-1.12500
33910,1978-07-19,-1.12500
33910,1978-07-20,-1.00000
33910,1978-07-21,-1.00000
33910,1978-07-24,-1.00000
33910,1978-07-25,-1.00000
33910,1978-07-26,-1.00000
33910,1978-07-27,-1.00000
33910,1978-07-28,-1.00000
33910,1978-07-31,-1.00000
33910,1978-08-01,-1.00000
33910,1978-08-02,-1.00000
33910,1978-08-03,-1.06250
33910,1978-08-04,-1.00000
33910,1978-08-07,-1.00000
33910,1978-08-08,-1.06250
33910,1978-08-09,-1.06250
33910,1978-08-10,-1.06250
33910,1978-08-11,-1.06250
33910,1978-08-14,-1.06250
33910,1978-08-15,-1.12500
33910,1978-08-16,-1.25000
33910,1978-08-17,-1.25000
33910,1978-08-18,-1.31250
33910,1978-08-21,-1.31250
33910,1978-08-22,-1.25000
33910,1978-08-23,-1.25000
33910,1978-08-24,-1.25000
33910,1978-08-25,-1.25000
33910,1978-08-28,-1.25000
33910,1978-08-29,-1.37500
33910,1978-08-30,-1.50000
33910,1978-08-31,-1.56250
33910,1978-09-01,-1.50000
33910,1978-09-05,-1.50000
33910,1978-09-06,-1.50000
33910,1978-09-07,-1.50000
33910,1978-09-08,-1.56250
33910,1978-09-11,-1.62500
33910,1978-09-12,-1.62500
33910,1978-09-13,-1.50000
33910,1978-09-14,-1.50000
33910,1978-09-15,-1.62500
33910,1978-09-18,-1.75000
33910,1978-09-19,-1.87500
33910,1978-09-20,-2.68750
33910,1978-09-21,-2.68750
33910,1978-09-22,-2.50000
33910,1978-09-25,-2.50000
33910,1978-09-26,-2.25000
33910,1978-09-27,-2.12500
33910,1978-09-28,-1.87500
33910,1978-09-29,-2.12500
33910,1978-10-02,-2.12500
33910,1978-10-03,-2.25000
33910,1978-10-04,-2.50000
33910,1978-10-05,-2.50000
33910,1978-10-06,-2.31250
33910,1978-10-09,-2.25000
33910,1978-10-10,-2.18750
33910,1978-10-11,-2.12500
33910,1978-10-12,-2.00000
33910,1978-10-13,-2.00000
33910,1978-10-16,-2.00000
33910,1978-10-17,-1.87500
33910,1978-10-18,-1.75000
33910,1978-10-19,-1.75000
33910,1978-10-20,-1.68750
33910,1978-10-23,-1.62500
33910,1978-10-24,-1.62500
33910,1978-10-25,-1.62500
33910,1978-10-26,-1.37500
33910,1978-10-27,-1.25000
33910,1978-10-30,-1.00000
33910,1978-10-31,-1.00000
33910,1978-11-01,-1.00000
33910,1978-11-02,-1.00000
33910,1978-11-03,-1.18750
33910,1978-11-06,-1.12500
33910,1978-11-07,-1.12500
33910,1978-11-08,-1.12500
33910,1978-11-09,-1.12500
33910,1978-11-10,-1.06250
33910,1978-11-13,-1.00000
33910,1978-11-14,-0.93750
33910,1978-11-15,-1.00000
33910,1978-11-16,-1.00000
33910,1978-11-17,-1.00000
33910,1978-11-20,-1.00000
33910,1978-11-21,-1.00000
33910,1978-11-22,-1.00000
33910,1978-11-24,-1.06250
33910,1978-11-27,-1.00000
33910,1978-11-28,-0.93750
33910,1978-11-29,-0.93750
33910,1978-11-30,-0.93750
33910,1978-12-01,-1.00000
33910,1978-12-04,-1.00000
33910,1978-12-05,-1.18750
33910,1978-12-06,-1.25000
33910,1978-12-07,-1.31250
33910,1978-12-08,-1.31250
33910,1978-12-11,-1.18750
33910,1978-12-12,-1.18750
33910,1978-12-13,-1.18750
33910,1978-12-14,-1.18750
33910,1978-12-15,-1.18750
33910,1978-12-18,-1.12500
33910,1978-12-19,-1.12500
33910,1978-12-20,-1.12500
33910,1978-12-21,-1.12500
33910,1978-12-22,-1.12500
33910,1978-12-26,-1.12500
33910,1978-12-27,-1.12500
33910,1978-12-28,-1.12500
33910,1978-12-29,-1.12500
33910,1979-01-02,-1.12500
33910,1979-01-03,-1.12500
33910,1979-01-04,-1.12500
33910,1979-01-05,-1.12500
33910,1979-01-08,-1.12500
33910,1979-01-09,-1.12500
33910,1979-01-10,-1.12500
33910,1979-01-11,-1.12500
33910,1979-01-12,-1.12500
33910,1979-01-15,-1.12500
33910,1979-01-16,-1.12500
33910,1979-01-17,-1.06250
33910,1979-01-18,-1.06250
33910,1979-01-19,-1.12500
33910,1979-01-22,-1.12500
60716,1972-12-14,-64.00000
60716,1972-12-15,-67.50000
60716,1972-12-18,-68.50000
60716,1972-12-19,-68.00000
60716,1972-12-20,-67.75000
60716,1972-12-21,-66.75000
60716,1972-12-22,-66.50000
60716,1972-12-26,-66.50000
60716,1972-12-27,-66.00000
60716,1972-12-29,-66.00000
60716,1973-01-02,-65.50000
60716,1973-01-03,-65.75000
60716,1973-01-04,-65.50000
60716,1973-01-05,-67.50000
60716,1973-01-08,-67.75000
60716,1973-01-09,-67.75000
60716,1973-01-10,-70.50000
60716,1973-01-11,-72.75000
60716,1973-01-12,-69.00000
60716,1973-01-15,-69.00000
60716,1973-01-16,-67.00000
60716,1973-01-17,-64.75000
60716,1973-01-18,-65.75000
60716,1973-01-19,-65.75000
60716,1973-01-22,-65.25000
60716,1973-01-23,-65.75000
60716,1973-01-24,-64.75000
60716,1973-01-26,-63.25000
60716,1973-01-29,-60.75000
60716,1973-01-30,-61.25000
60716,1973-01-31,-63.75000
60716,1973-02-01,-60.25000
60716,1973-02-02,-61.25000
60716,1973-02-05,-61.75000
60716,1973-02-06,-62.25000
60716,1973-02-07,-57.75000
60716,1973-02-08,-53.50000
60716,1973-02-09,-56.50000
60716,1973-02-12,-56.50000
60716,1973-02-13,-57.50000
60716,1973-02-14,-56.50000
60716,1973-02-15,-54.50000
60716,1973-02-16,-52.00000
60716,1973-02-20,-53.00000
60716,1973-02-21,-53.00000
60716,1973-02-22,-55.00000
60716,1973-02-23,-55.00000
60716,1973-02-26,-54.50000
60716,1973-02-27,-53.00000
60716,1973-02-28,-54.00000
60716,1973-03-01,-17.50000
60716,1973-03-02,-17.50000
60716,1973-03-05,-20.00000
60716,1973-03-06,-22.50000
60716,1973-03-07,-22.75000
60716,1973-03-08,-22.50000
60716,1973-03-09,-22.00000
60716,1973-03-12,-22.00000
60716,1973-03-13,-22.50000
60716,1973-03-14,-23.00000
60716,1973-03-15,-24.00000
60716,1973-03-16,-23.00000
60716,1973-03-19,-22.75000
60716,1973-03-20,-22.00000
60716,1973-03-21,-20.00000
60716,1973-03-22,-19.00000
60716,1973-03-23,-20.50000
60716,1973-03-26,-20.75000
60716,1973-03-27,-22.75000
60716,1973-03-28,-22.75000
60716,1973-03-29,-23.25000
60716,1973-03-30,-22.50000
60716,1973-04-02,-21.50000
60716,1973-04-03,-21.75000
60716,1973-04-04,-21.75000
60716,1973-04-05,-21.75000
60716,1973-04-06,-20.25000
60716,1973-04-09,-21.00000
60716,1973-04-10,-20.25000
60716,1973-04-11,-20.00000
60716,1973-04-12,-19.25000
60716,1973-04-13,-19.25000
60716,1973-04-16,-19.75000
60716,1973-04-17,-19.25000
60716,1973-04-18,-19.25000
60716,1973-04-19,-19.00000
60716,1973-04-23,-19.00000
60716,1973-04-24,-17.75000
60716,1973-04-25,-16.75000
60716,1973-04-26,-18.00000
60716,1973-04-27,-17.75000
60716,1973-04-30,-17.50000
60716,1973-05-01,-18.25000
60716,1973-05-02,-19.00000
60716,1973-05-03,-20.50000
60716,1973-05-04,-20.75000
60716,1973-05-07,-20.00000
60716,1973-05-08,-20.50000
60716,1973-05-09,-20.50000
60716,1973-05-10,-19.75000
60716,1973-05-11,-19.75000
60716,1973-05-14,-19.00000
60716,1973-05-15,-18.00000
60716,1973-05-16,-18.00000
60716,1973-05-17,-17.00000
60716,1973-05-18,-17.00000
60716,1973-05-21,-16.75000
60716,1973-05-22,-17.25000
60716,1973-05-23,-17.50000
60716,1973-05-24,-19.00000
60716,1973-05-25,-20.50000
60716,1973-05-29,-20.00000
60716,1973-05-30,-18.75000
60716,1973-05-31,-18.50000
60716,1973-06-01,-18.25000
60716,1973-06-04,-18.12500
60716,1973-06-05,-18.62500
60716,1973-06-06,-17.62500
60716,1973-06-07,-17.87500
60716,1973-06-08,-18.62500
60716,1973-06-11,-18.62500
60716,1973-06-12,-18.87500
60716,1973-06-13,-18.62500
60716,1973-06-14,-18.12500
60716,1973-06-15,-17.87500
60716,1973-06-18,-15.12500
60716,1973-06-19,-15.87500
60716,1973-06-20,-15.37500
60716,1973-06-21,-15.12500
60716,1973-06-22,-14.62500
60716,1973-06-25,-12.87500
60716,1973-06-26,-14.62500
60716,1973-06-27,-14.62500
60716,1973-06-28,-14.87500
60716,1973-06-29,-15.12500
60716,1973-07-02,-14.62500
60716,1973-07-03,-13.87500
60716,1973-07-05,-14.37500
60716,1973-07-06,-14.37500
60716,1973-07-09,-14.62500
60716,1973-07-10,-14.37500
60716,1973-07-11,-14.62500
60716,1973-07-12,-15.37500
60716,1973-07-13,-15.37500
60716,1973-07-16,-16.87500
60716,1973-07-17,-16.87500
60716,1973-07-18,-17.12500
60716,1973-07-19,-16.37500
60716,1973-07-20,-16.62500
60716,1973-07-23,-17.37500
60716,1973-07-24,-17.87500
60716,1973-07-25,-18.12500
60716,1973-07-26,-18.37500
60716,1973-07-27,-18.87500
60716,1973-07-30,-18.62500
60716,1973-07-31,-17.87500
60716,1973-08-01,-17.37500
60716,1973-08-02,-17.12500
60716,1973-08-03,-17.12500
60716,1973-08-06,-19.62500
60716,1973-08-07,-18.37500
60716,1973-08-08,-18.12500
60716,1973-08-09,-18.12500
60716,1973-08-10,-17.87500
60716,1973-08-13,-17.12500
60716,1973-08-14,-16.62500
60716,1973-08-15,-16.87500
60716,1973-08-16,-17.37500
60716,1973-08-17,-18.37500
60716,1973-08-20,-18.62500
60716,1973-08-21,-18.62500
60716,1973-08-22,-18.87500
60716,1973-08-23,-19.12500
60716,1973-08-24,-19.12500
60716,1973-08-27,-19.12500
60716,1973-08-28,-19.12500
60716,1973-08-29,-19.87500
60716,1973-08-30,-20.87500
60716,1973-08-31,-22.62500
60716,1973-09-04,-23.12500
60716,1973-09-05,-24.87500
60716,1973-09-06,-23.62500
60716,1973-09-07,-23.62500
60716,1973-09-10,-21.87500
60716,1973-09-11,-23.12500
60716,1973-09-12,-23.12500
60716,1973-09-13,-25.62500
60716,1973-09-14,-25.37500
60716,1973-09-17,-24.12500
60716,1973-09-18,-24.62500
60716,1973-09-19,-25.37500
60716,1973-09-20,-26.12500
60716,1973-09-21,-27.62500
60716,1973-09-24,-29.12500
60716,1973-09-25,-27.87500
60716,1973-09-26,-28.87500
60716,1973-09-27,-28.12500
60716,1973-09-28,-27.37500
60716,1973-10-01,-27.12500
60716,1973-10-02,-28.37500
60716,1973-10-03,-29.12500
60716,1973-10-04,-31.37500
60716,1973-10-05,-31.87500
60716,1973-10-08,-31.87500
60716,1973-10-09,-29.87500
60716,1973-10-10,-27.37500
60716,1973-10-11,-32.62500
60716,1973-10-12,-31.62500
60716,1973-10-15,-31.62500
60716,1973-10-16,-32.12500
60716,1973-10-17,-30.37500
60716,1973-10-18,-30.37500
60716,1973-10-19,-30.62500
60716,1973-10-22,-29.37500
60716,1973-10-23,-29.37500
60716,1973-10-24,-29.37500
60716,1973-10-25,-29.87500
60716,1973-10-26,-30.87500
60716,1973-10-29,-31.62500
60716,1973-10-30,-30.87500
60716,1973-10-31,-30.62500
60716,1973-11-01,-31.62500
60716,1973-11-02,-31.37500
60716,1973-11-05,-30.87500
60716,1973-11-06,-30.87500
60716,1973-11-07,-30.87500
60716,1973-11-08,-31.37500
60716,1973-11-09,-29.62500
60716,1973-11-12,-27.12500
60716,1973-11-13,-26.87500
60716,1973-11-14,-23.37500
60716,1973-11-15,-24.62500
60716,1973-11-16,-25.87500
60716,1973-11-19,-23.62500
60716,1973-11-20,-23.12500
